id_parcela,temp_media_c,temp_max_c,temp_min_c,humedad_pct,humedad_suelo_pct,precipitacion_mm,precipitacion_acum_30d_mm,horas_humectacion_foliar,ndvi,ndwi,indice_estres_hidrico,dias_desde_tratamiento,num_tratamientos_campana,densidad_plantas_m2,ph_suelo,materia_organica_pct,nitrogeno_ppm,conductividad_suelo,altitud_m,pendiente_pct,dist_foco_plaga_km,trampas_capturas_num,grados_dia_acumulados,indice_presion_plaga,cobertura_vegetal_pct,edad_cultivo_dias,tipo_cultivo,sistema_riego,uso_fitosanitario,variedad_resistente,manejo,perdida_cosecha
CSC003654,18.7,19.0,20.8,100,18.5,49,48,11.0,0.7,0.31,0.56,0,4,160,7.1,2.2,13,0.55,254,6.0,12.9,5,643,59,81,95,trigo,secano,si,no,convencional,0
CSC003655,25.5,27.3,16.2,59,26.2,54,93,4.7,0.88,-0.01,0.43,29,3,193,7.6,4.1,24,0.86,486,0.0,8.4,26,518,7,80,51,maiz,goteo,si,si,convencional,0
CSC003656,19.3,27.6,9.7,67,33.6,55,44,5.2,0.45,0.29,0.09,50,0,181,6.1,1.4,18,0.68,390,10.5,17.5,2,749,46,70,54,maiz,secano,si,no,convencional,0
CSC003657,21.1,22.2,19.4,69,21.9,58,24,3.2,0.48,0.48,0.34,15,2,190,6.1,2.7,14,1.16,650,8.5,0.8,15,1011,36,74,74,maiz,secano,no,no,integrado,1
CSC003658,20.8,31.6,12.3,87,46.6,74,85,4.5,0.69,0.16,0.41,10,7,144,6.0,4.9,15,0.9,189,4.8,13.3,21,963,54,69,108,vid,aspersion,no,no,integrado,0
CSC003659,17.3,25.2,12.9,68,18.9,49,156,5.0,0.78,0.13,0.4,0,6,231,6.2,2.3,12,0.68,404,4.9,31.4,29,669,36,82,164,trigo,goteo,si,no,convencional,0
CSC003660,21.6,30.9,11.5,77,17.2,4,152,9.0,0.43,0.11,0.12,39,2,164,5.5,1.6,33,0.97,0,0.4,14.6,37,1333,39,71,76,olivo,secano,no,no,convencional,1
CSC003661,17.8,32.9,11.1,59,19.0,32,175,6.2,0.8,-0.1,0.23,20,3,251,6.9,1.7,33,0.82,552,8.8,9.9,5,933,75,77,93,citricos,goteo,no,no,convencional,0
CSC003662,16.3,23.3,8.3,57,16.0,46,94,4.3,0.49,0.14,0.34,19,5,158,6.8,2.5,13,1.36,333,6.2,15.8,0,827,47,58,139,maiz,secano,no,si,convencional,1
CSC003663,21.3,28.4,19.3,42,10.9,25,77,3.6,0.74,0.24,0.44,22,6,181,6.6,2.0,26,1.03,0,17.8,30.1,16,771,48,51,109,maiz,aspersion,si,no,integrado,0
CSC003664,16.6,34.1,19.1,63,27.1,19,43,3.7,0.63,0.24,0.42,0,2,193,7.0,2.3,16,0.62,403,0.0,9.9,32,718,38,55,107,citricos,goteo,si,no,convencional,0
CSC003665,21.5,21.9,12.7,75,25.3,45,196,8.9,0.69,0.19,0.06,30,3,180,7.2,1.7,23,0.76,399,8.9,13.5,17,679,17,65,137,horticola,goteo,si,no,convencional,0
CSC003666,12.9,29.4,10.5,68,36.9,21,86,14.2,0.8,0.23,0.32,15,3,295,7.3,1.0,10,0.19,635,5.2,27.4,0,977,61,73,63,olivo,secano,no,si,convencional,0
CSC003667,25.7,36.4,6.8,84,9.1,83,140,11.9,0.47,0.19,0.0,0,2,169,5.6,2.8,34,1.31,204,14.7,22.8,16,883,62,57,148,citricos,goteo,no,no,convencional,0
CSC003668,15.9,27.2,15.4,59,31.9,12,115,11.4,0.53,0.22,0.2,25,1,153,6.3,1.2,17,0.99,462,23.4,19.0,15,375,38,70,91,horticola,secano,si,no,integrado,0
CSC003669,26.4,34.7,10.8,76,16.9,30,164,0.0,0.41,0.39,0.23,31,4,156,6.9,1.3,20,1.05,550,10.0,20.1,19,988,23,100,89,horticola,secano,si,no,ecologico,0
CSC003670,14.7,28.7,14.4,77,33.5,27,81,5.0,0.8,0.23,0.37,7,2,147,7.4,2.4,19,1.46,194,3.4,3.7,7,627,40,77,167,maiz,secano,no,no,integrado,0
CSC003671,21.6,26.8,8.5,76,25.4,53,133,11.1,0.52,0.25,0.28,37,6,206,6.7,2.2,27,1.91,115,0.0,24.9,40,959,26,83,5,olivo,goteo,no,no,convencional,0
CSC003672,20.5,36.1,13.7,64,29.8,77,36,2.8,0.58,0.42,0.47,29,5,141,6.1,2.6,24,0.72,535,14.0,23.6,13,991,73,89,101,horticola,secano,si,si,convencional,0
CSC003673,18.2,29.5,8.7,68,5.0,44,113,3.7,0.65,0.44,0.24,16,3,239,6.5,2.6,11,0.78,281,18.6,17.4,43,792,24,79,28,vid,secano,si,si,convencional,0
CSC003674,24.3,35.7,16.9,59,26.7,70,135,3.5,0.57,0.3,0.35,36,2,180,6.0,2.0,25,0.1,297,5.3,1.5,2,249,75,74,18,vid,secano,si,si,convencional,0
CSC003675,18.0,20.4,9.7,59,12.6,27,105,7.3,0.61,0.03,0.37,39,5,170,6.5,3.3,15,0.96,404,0.0,0.2,4,597,12,68,133,trigo,aspersion,no,no,integrado,0
CSC003676,21.3,22.7,15.8,63,31.2,19,120,3.9,0.78,0.27,0.23,17,2,196,6.6,2.0,28,0.52,83,3.0,18.2,0,773,46,59,218,horticola,secano,si,no,ecologico,0
CSC003677,15.7,25.1,13.7,73,18.3,65,128,0.0,0.56,0.57,0.22,57,4,254,5.5,1.4,18,1.02,394,2.2,29.7,27,1222,33,29,92,vid,goteo,si,no,convencional,0
CSC003678,19.2,26.5,13.7,59,28.6,2,107,10.2,0.56,0.22,0.26,61,4,178,6.2,2.0,15,0.92,181,5.9,4.5,0,724,27,66,86,citricos,aspersion,no,no,integrado,0
CSC003679,20.9,36.4,6.7,78,31.3,84,60,1.4,0.66,0.04,0.04,9,5,174,6.3,2.2,29,0.32,350,0.1,19.0,21,609,70,73,109,olivo,secano,si,si,ecologico,0
CSC003680,19.9,23.9,8.0,63,11.8,18,94,10.7,0.76,0.38,0.33,20,1,154,6.9,2.0,22,1.39,683,10.6,0.2,22,739,54,58,140,maiz,goteo,no,no,ecologico,0
CSC003681,26.7,31.3,12.2,65,32.5,33,93,12.9,0.67,0.27,0.49,0,2,157,5.7,2.8,24,1.11,81,16.6,10.3,40,611,43,75,131,citricos,secano,si,si,integrado,0
CSC003682,21.7,33.7,12.1,54,22.9,52,113,8.8,0.35,0.27,0.33,21,0,140,6.1,2.6,28,0.93,284,10.2,37.5,24,1257,60,92,73,horticola,secano,si,si,ecologico,0
CSC003683,21.9,29.5,12.9,58,30.3,81,116,11.5,0.57,0.2,0.8,43,3,193,7.1,4.4,33,1.77,565,7.9,12.9,20,1082,51,60,88,olivo,secano,si,si,convencional,0
CSC003684,22.9,39.1,9.8,48,38.2,13,33,12.7,0.7,0.25,0.41,42,5,140,6.8,2.1,27,0.1,94,6.5,4.7,8,1124,0,61,134,horticola,secano,no,no,integrado,0
CSC003685,13.6,21.1,13.9,52,24.5,78,76,7.3,0.71,0.51,0.53,27,4,179,6.2,2.0,15,0.44,419,11.0,6.5,19,632,45,67,36,citricos,goteo,si,no,convencional,0
CSC003686,17.6,22.1,17.3,58,25.5,82,98,8.1,0.59,0.35,0.15,11,3,212,6.1,2.1,10,0.88,290,19.4,24.9,32,760,34,62,146,horticola,goteo,si,si,convencional,0
CSC003687,25.7,24.7,9.0,67,17.0,52,151,6.6,0.64,0.13,0.28,32,6,185,6.7,1.8,23,1.78,246,3.1,26.6,42,836,36,56,131,vid,secano,no,si,integrado,0
CSC003688,17.5,39.6,12.2,62,26.2,66,138,3.4,0.69,0.51,0.53,14,4,110,7.3,3.9,36,0.84,367,12.3,6.5,3,923,52,74,31,horticola,aspersion,si,no,ecologico,0
CSC003689,21.8,30.2,20.9,76,28.1,41,142,11.9,0.59,0.48,0.37,7,3,203,7.0,2.5,10,0.32,625,9.3,2.6,0,616,50,97,88,olivo,aspersion,no,no,ecologico,0
CSC003690,23.7,27.4,7.1,86,26.1,66,87,14.4,0.79,0.24,0.26,32,3,189,6.9,1.5,13,0.86,242,13.1,17.2,27,980,51,89,52,horticola,secano,no,si,convencional,0
CSC003691,19.3,31.5,8.4,82,23.5,51,60,0.0,0.73,0.48,0.31,19,2,217,5.3,1.8,27,0.1,450,7.5,0.2,32,679,47,66,56,citricos,aspersion,no,no,integrado,0
CSC003692,19.1,29.8,15.3,87,27.8,22,94,13.0,0.62,0.34,0.32,26,2,215,6.5,2.3,19,1.33,18,5.1,12.9,35,848,21,85,125,trigo,goteo,si,no,integrado,1
CSC003693,20.1,29.4,12.5,69,20.9,47,138,10.4,0.56,0.21,0.33,28,2,202,6.2,3.0,28,0.56,623,0.0,6.4,17,725,57,72,57,citricos,aspersion,si,si,ecologico,0
CSC003694,18.7,23.3,4.7,51,18.7,33,78,11.4,0.49,-0.01,0.55,45,5,163,6.2,1.0,21,0.3,731,11.1,1.0,0,915,48,59,8,maiz,secano,no,no,convencional,0
CSC003695,17.2,25.9,12.1,61,18.2,115,89,10.1,0.61,-0.14,0.4,66,3,199,7.3,1.2,14,0.65,251,9.4,18.9,10,854,26,70,67,maiz,secano,si,no,convencional,0
CSC003696,20.7,32.6,16.3,58,32.3,50,99,8.7,0.55,0.21,0.13,16,4,244,6.6,3.0,17,0.87,359,6.2,5.6,17,678,17,72,63,horticola,aspersion,si,no,convencional,0
CSC003697,20.2,27.8,13.1,68,24.1,110,73,8.4,0.53,0.19,0.06,16,2,141,5.6,3.5,26,0.89,583,0.8,14.7,44,324,14,62,57,olivo,goteo,si,no,convencional,0
CSC003698,20.8,25.3,11.0,52,30.9,80,64,12.1,0.61,0.02,0.27,50,5,156,6.3,2.0,18,0.8,430,13.8,31.6,0,995,44,84,86,vid,aspersion,no,si,convencional,0
CSC003699,13.3,30.1,6.2,79,16.1,63,102,2.5,0.82,0.14,0.77,7,6,175,6.9,2.7,11,1.42,470,6.5,33.5,22,810,38,59,34,horticola,goteo,si,si,ecologico,0
CSC003700,23.7,26.8,11.4,96,23.1,79,186,11.0,0.72,0.39,0.57,17,1,176,6.3,1.8,10,0.89,374,6.5,20.1,32,570,54,57,68,citricos,aspersion,si,no,convencional,0
CSC003701,21.2,22.1,6.5,63,17.6,61,173,0.0,0.67,0.28,0.46,4,2,155,5.6,2.8,28,1.08,490,0.0,32.4,8,1221,34,77,67,horticola,goteo,si,no,convencional,0
CSC003702,15.9,29.7,12.2,47,23.8,52,66,6.6,0.46,-0.12,0.44,0,1,155,6.5,1.8,18,0.98,108,4.6,17.3,12,808,60,91,106,trigo,aspersion,no,no,integrado,0
CSC003703,21.2,27.0,12.3,32,12.9,65,94,11.5,0.7,0.24,0.46,30,2,74,7.2,2.5,24,0.58,676,0.0,26.6,22,752,30,79,134,olivo,secano,si,no,integrado,0
CSC003704,15.6,30.1,11.1,59,19.1,37,88,8.8,0.53,-0.03,0.28,12,3,214,6.9,3.4,9,1.56,877,6.0,8.0,32,965,56,68,117,maiz,secano,si,si,integrado,0
CSC003705,18.5,29.9,16.7,91,26.9,13,164,13.8,0.68,0.07,0.53,23,4,224,6.6,3.2,25,0.45,593,9.9,14.1,29,1025,38,82,5,vid,aspersion,si,si,ecologico,0
CSC003706,21.6,28.7,13.8,42,36.0,38,41,2.3,0.83,0.19,0.5,27,3,253,7.3,3.5,4,1.53,167,2.4,6.3,0,867,49,58,87,vid,aspersion,si,no,ecologico,0
CSC003707,16.0,33.1,10.0,82,14.0,32,81,10.0,0.57,-0.0,0.17,19,4,233,7.0,1.9,13,1.29,500,3.8,15.0,24,424,31,61,133,vid,goteo,si,si,convencional,0
CSC003708,19.3,30.0,6.4,47,25.9,89,161,12.8,0.66,0.28,0.31,35,5,153,7.2,2.2,7,0.6,430,17.4,5.3,0,641,69,61,5,horticola,secano,si,no,convencional,0
CSC003709,15.0,23.5,15.0,49,25.7,3,108,4.2,0.63,0.3,0.32,27,4,175,7.8,1.0,18,1.6,485,19.9,26.5,16,1306,25,83,78,trigo,goteo,no,no,integrado,0
CSC003710,20.0,24.0,17.4,58,16.4,38,132,6.2,0.62,-0.01,0.26,0,5,220,5.3,1.0,20,1.22,193,9.2,10.1,0,668,62,70,83,horticola,secano,si,no,convencional,0
CSC003711,20.7,18.5,10.2,55,11.7,41,78,19.8,0.66,0.29,0.6,33,3,134,7.4,2.5,18,1.02,16,19.3,9.2,5,964,21,46,137,horticola,aspersion,si,no,convencional,0
CSC003712,22.5,40.9,12.0,73,23.3,3,41,4.5,0.48,0.01,0.47,24,0,196,7.1,2.6,14,1.34,420,4.0,0.2,0,857,30,68,130,horticola,secano,no,no,convencional,0
CSC003713,17.7,17.3,4.7,73,28.3,25,65,1.2,0.69,0.36,0.08,8,5,172,7.2,2.3,27,1.28,70,18.5,5.5,23,422,17,69,115,citricos,aspersion,si,no,convencional,1
CSC003714,27.0,31.0,4.3,79,21.7,44,194,2.9,0.57,0.27,0.46,6,4,200,6.8,4.2,31,1.35,543,14.2,9.6,39,937,66,83,113,trigo,secano,si,no,convencional,0
CSC003715,21.5,26.5,12.5,74,24.9,45,88,0.0,0.87,0.22,0.34,50,2,182,7.2,2.4,14,1.18,522,22.8,3.0,0,1028,33,89,207,trigo,aspersion,si,no,convencional,0
CSC003716,18.2,19.3,15.7,52,6.7,61,81,10.1,0.68,-0.03,0.42,46,0,217,6.2,2.5,22,0.41,606,0.0,14.5,0,848,63,92,84,maiz,goteo,no,no,convencional,0
CSC003717,21.2,22.4,16.7,65,15.3,37,161,5.1,0.75,0.36,0.04,22,2,165,7.3,2.3,27,0.52,607,0.0,20.0,0,1007,27,67,96,vid,goteo,si,no,integrado,0
CSC003718,21.9,22.3,10.7,82,33.6,47,128,7.8,0.53,0.27,0.6,37,6,150,6.8,2.9,15,0.1,275,8.4,13.3,10,445,76,78,92,trigo,secano,si,no,convencional,1
CSC003719,22.8,22.7,14.8,44,19.4,21,79,12.4,0.49,0.28,0.24,7,0,279,6.1,1.8,26,0.1,481,7.9,14.6,22,1029,50,82,81,trigo,aspersion,si,no,convencional,0
CSC003720,21.2,31.8,9.4,71,28.7,61,80,11.3,0.6,0.22,0.24,43,3,160,7.8,1.1,21,1.43,354,4.8,11.2,20,665,55,62,57,horticola,goteo,si,no,convencional,1
CSC003721,22.7,18.5,9.4,69,22.5,58,61,4.8,0.69,0.24,0.27,21,4,177,6.6,4.0,29,1.18,396,3.1,13.4,3,926,31,56,133,horticola,aspersion,no,no,integrado,0
CSC003722,18.2,23.4,16.4,60,35.6,52,96,13.9,0.43,0.34,0.14,13,3,186,6.7,1.7,15,1.42,62,0.0,8.8,8,739,55,88,131,olivo,secano,si,no,ecologico,0
CSC003723,19.2,17.7,13.6,85,13.0,61,164,3.1,0.46,0.12,0.39,39,1,179,7.1,1.2,17,1.49,837,2.0,1.8,33,892,66,69,51,horticola,secano,no,si,integrado,1
CSC003724,18.1,33.1,9.4,46,15.5,31,80,6.8,0.72,0.15,0.54,43,3,175,6.5,2.3,28,1.08,542,4.6,5.9,37,737,28,49,53,maiz,aspersion,si,no,ecologico,0
CSC003725,19.8,26.9,6.4,64,27.9,73,164,6.8,0.49,0.15,0.41,20,4,120,6.8,2.3,24,1.2,629,5.3,11.3,16,959,42,53,31,horticola,goteo,no,no,convencional,0
CSC003726,16.7,30.2,16.5,75,26.8,28,80,12.2,0.7,0.05,0.22,59,5,152,7.3,1.8,26,0.63,504,5.0,5.2,17,294,49,84,72,maiz,goteo,si,no,convencional,0
CSC003727,12.9,28.5,9.1,51,28.2,100,154,2.8,0.46,0.12,0.0,16,2,246,8.0,2.3,22,0.97,374,2.6,23.6,27,925,18,86,87,horticola,goteo,si,no,ecologico,0
CSC003728,20.8,28.0,15.3,69,18.3,78,7,0.0,0.56,0.22,0.04,0,5,137,7.1,0.3,13,0.1,247,5.9,10.9,9,1034,49,77,83,olivo,secano,si,si,ecologico,0
CSC003729,24.3,30.5,7.3,95,25.3,24,36,9.6,0.48,-0.12,0.28,14,3,57,5.9,1.1,30,1.0,534,0.0,8.3,18,723,57,68,172,maiz,goteo,si,no,ecologico,0
CSC003730,21.0,32.2,12.7,74,30.6,32,130,4.7,0.65,0.15,0.3,1,0,197,6.8,2.7,24,1.17,302,4.4,28.1,15,745,65,72,137,vid,secano,si,si,integrado,0
CSC003731,25.8,21.1,13.9,65,36.5,37,78,7.3,0.6,0.41,0.62,16,4,201,6.0,3.3,32,1.47,436,4.3,8.6,2,1211,55,71,5,trigo,secano,no,si,convencional,0
CSC003732,24.2,35.6,13.4,83,29.3,48,0,2.1,0.61,0.29,0.5,31,1,149,6.6,1.5,36,1.48,524,9.5,21.5,8,746,45,86,99,maiz,secano,si,si,integrado,0
CSC003733,17.4,29.7,17.0,49,31.5,20,48,7.1,0.79,0.33,0.22,15,2,219,6.8,2.9,38,0.75,597,5.9,21.7,7,829,26,64,85,horticola,goteo,si,no,integrado,0
CSC003734,22.9,19.1,4.3,81,13.7,25,113,13.1,0.72,0.03,0.49,7,3,200,7.9,2.7,16,0.1,143,12.7,14.5,35,786,3,70,79,vid,secano,no,si,convencional,0
CSC003735,22.6,31.6,5.9,46,21.1,23,164,16.6,0.62,0.27,0.45,3,3,176,6.7,1.5,21,0.1,571,0.6,4.1,19,765,60,83,41,trigo,goteo,si,si,convencional,0
CSC003736,14.9,31.8,7.7,58,19.3,15,42,13.0,0.77,0.01,0.36,19,1,233,6.4,1.6,15,0.91,307,15.2,0.2,31,1272,22,70,112,trigo,aspersion,si,no,convencional,0
CSC003737,12.2,28.8,2.8,65,17.3,96,163,3.7,0.73,0.05,0.0,44,3,133,7.3,1.8,17,1.3,293,2.4,9.2,36,658,33,51,68,trigo,secano,si,si,convencional,0
CSC003738,22.0,27.3,11.4,73,21.6,98,75,15.4,0.71,0.09,0.51,36,3,215,6.5,1.4,19,1.2,346,12.4,19.0,0,725,44,70,50,horticola,aspersion,no,no,integrado,0
CSC003739,17.2,29.8,14.2,54,28.1,44,59,8.7,0.76,0.07,0.37,17,1,174,6.8,2.0,38,0.24,486,11.0,11.7,32,676,48,57,102,maiz,secano,no,no,convencional,0
CSC003740,21.2,34.0,16.9,85,35.0,43,134,12.1,0.7,0.22,0.45,36,0,176,7.0,1.5,24,1.5,172,10.3,1.0,38,1090,46,91,115,citricos,secano,no,si,convencional,0
CSC003741,19.6,26.0,14.6,66,21.1,43,132,5.4,0.48,-0.02,0.3,21,1,114,6.1,1.3,20,1.23,401,1.3,21.7,27,468,0,43,62,trigo,goteo,si,no,convencional,0
CSC003742,23.5,22.2,3.9,59,12.8,27,72,5.3,0.29,0.15,0.49,51,6,207,6.8,2.1,19,1.69,500,12.9,15.9,8,772,26,89,117,olivo,secano,si,no,ecologico,0
CSC003743,13.8,26.0,16.7,58,23.0,26,75,6.8,0.77,0.08,0.38,20,3,97,6.1,2.8,2,1.04,416,0.9,19.0,17,1101,40,67,185,horticola,secano,no,no,convencional,0
CSC003744,23.8,23.0,11.4,43,24.9,42,116,8.0,0.55,0.13,0.64,17,1,158,6.0,2.6,32,0.47,428,14.6,20.5,28,630,29,67,202,maiz,secano,si,no,integrado,0
CSC003745,23.0,27.5,10.0,47,34.4,50,110,5.6,0.95,0.08,0.19,21,3,124,6.4,2.4,25,1.92,798,6.4,8.6,23,912,41,84,45,vid,aspersion,no,no,integrado,0
CSC003746,23.5,29.1,17.8,67,10.1,69,129,16.9,0.73,0.08,0.15,4,0,125,6.7,0.8,23,0.7,820,9.6,6.0,15,644,45,100,35,maiz,secano,si,si,convencional,1
CSC003747,26.8,17.3,13.0,54,40.7,45,193,7.3,0.74,0.11,0.22,36,2,170,6.9,2.3,22,0.95,433,10.1,12.9,33,349,51,88,105,olivo,secano,si,no,integrado,0
CSC003748,18.9,19.2,13.9,64,24.2,37,153,1.5,0.58,-0.09,0.54,26,4,112,6.5,2.4,24,1.13,61,16.7,10.5,28,701,36,75,138,olivo,goteo,no,si,convencional,0
CSC003749,17.1,29.9,7.2,77,41.5,95,151,4.8,0.69,0.21,0.43,0,4,200,6.8,2.6,25,2.05,542,26.2,16.5,0,721,47,70,152,maiz,aspersion,si,si,ecologico,0
CSC003750,19.7,24.3,17.3,98,9.8,74,37,2.4,0.59,0.18,0.52,22,7,154,6.8,2.9,28,0.88,501,8.1,0.8,1,1088,61,94,5,trigo,goteo,no,no,convencional,0
CSC003751,19.9,28.9,15.9,70,22.7,20,153,1.8,0.77,0.09,0.31,34,4,142,6.9,1.0,23,1.4,0,12.0,28.7,15,906,53,85,100,horticola,secano,si,no,convencional,0
CSC003752,20.4,38.2,8.3,29,23.5,62,97,6.6,0.74,0.15,0.44,34,5,169,6.6,2.0,33,1.16,341,21.8,21.2,43,861,39,100,118,vid,secano,si,si,ecologico,0
CSC003753,21.5,28.7,8.7,71,31.0,78,89,16.7,0.48,0.46,0.36,10,3,287,6.6,2.7,12,0.63,330,2.1,18.5,7,1117,28,42,37,maiz,goteo,si,no,ecologico,0
CSC003754,19.8,23.4,13.2,86,29.5,78,86,13.0,0.49,0.12,0.0,12,4,144,7.4,0.8,27,1.58,480,10.9,5.1,24,602,72,85,26,horticola,goteo,no,no,ecologico,1
CSC003755,17.4,31.9,8.1,56,26.8,46,93,9.6,0.48,0.22,0.15,5,0,252,7.3,2.3,22,0.95,389,0.0,8.1,7,637,74,45,102,vid,secano,si,no,ecologico,0
CSC003756,25.2,23.0,10.2,58,24.8,86,125,1.6,0.64,0.22,0.59,20,6,177,6.3,1.1,26,0.1,294,8.7,0.2,23,694,69,59,71,trigo,goteo,no,si,integrado,0
CSC003757,23.6,33.1,13.6,57,12.1,75,34,9.4,0.77,0.44,0.21,22,4,223,6.3,2.8,28,1.19,403,6.9,7.6,20,1253,43,76,20,maiz,goteo,no,no,ecologico,0
CSC003758,18.1,31.9,7.2,51,34.7,65,158,9.5,0.65,-0.09,0.62,31,3,211,6.3,2.7,28,1.18,404,2.4,12.9,22,408,30,91,84,trigo,goteo,no,no,convencional,0
CSC003759,17.5,29.3,17.4,41,22.2,70,96,15.3,0.63,0.32,0.27,2,2,76,6.7,3.0,26,0.82,762,0.0,20.1,20,498,31,84,58,maiz,goteo,no,si,integrado,0
CSC003760,18.1,26.5,12.9,73,37.4,58,103,14.7,0.6,0.25,0.44,6,4,162,6.4,1.4,22,0.54,284,0.0,12.7,38,588,60,74,99,trigo,aspersion,si,no,integrado,1
CSC003761,34.9,29.5,17.0,78,23.9,0,0,12.0,0.5,0.5,0.25,25,2,161,6.1,2.0,22,1.57,234,9.5,6.9,8,1011,45,43,107,trigo,aspersion,no,no,integrado,1
CSC003762,21.0,23.8,9.8,69,16.7,14,103,10.1,0.81,0.17,0.4,76,3,252,6.3,3.5,27,1.26,770,1.2,0.2,9,987,40,34,140,vid,secano,no,no,convencional,0
CSC003763,21.0,30.5,6.9,55,12.9,58,92,9.9,0.67,0.09,0.27,18,2,186,5.2,4.1,27,0.1,344,0.0,16.7,4,839,30,84,105,maiz,secano,no,no,convencional,0
CSC003764,16.3,31.4,15.8,78,12.1,81,82,5.8,0.6,-0.12,0.5,19,2,179,6.6,2.0,24,1.01,330,7.0,3.8,0,908,0,65,72,olivo,goteo,si,no,convencional,0
CSC003765,20.9,29.8,12.3,63,20.7,13,149,9.0,0.45,0.35,0.37,31,6,208,7.1,2.1,29,0.44,728,9.8,25.7,3,1121,67,97,74,trigo,aspersion,si,si,convencional,0
CSC003766,15.5,32.7,7.8,80,15.0,65,175,15.7,0.47,0.29,0.41,37,6,123,6.0,1.7,29,1.04,125,0.0,19.6,29,860,50,93,77,maiz,secano,si,si,integrado,0
CSC003767,22.9,36.1,5.4,59,30.9,0,253,2.7,0.56,0.24,0.0,43,1,172,7.4,1.8,21,1.3,587,7.8,5.0,54,1024,26,67,139,vid,goteo,si,no,integrado,0
CSC003768,13.3,28.0,15.1,70,27.3,16,51,9.1,0.62,-0.12,0.15,33,2,162,6.5,1.6,15,0.1,447,10.0,0.2,11,1349,28,70,5,vid,goteo,no,no,convencional,0
CSC003769,28.9,34.9,12.0,53,24.7,40,167,9.5,0.78,0.27,0.3,35,5,104,7.2,1.8,25,1.06,463,10.8,20.3,0,844,1,67,110,vid,secano,si,no,convencional,0
CSC003770,19.4,32.1,9.3,100,12.5,105,113,11.2,0.53,0.13,0.27,47,4,195,7.2,2.8,24,1.77,545,0.0,0.2,16,909,14,86,95,trigo,aspersion,si,si,integrado,0
CSC003771,19.4,23.4,17.6,69,22.4,0,4,4.6,0.33,0.3,0.25,24,4,175,7.0,3.0,27,1.51,371,18.9,8.1,4,844,58,57,63,maiz,goteo,si,no,convencional,1
CSC003772,18.3,32.5,11.1,78,21.9,121,75,20.2,0.65,0.46,0.34,4,4,167,6.5,3.5,23,1.36,516,0.0,16.8,34,1200,82,77,100,olivo,secano,no,si,integrado,0
CSC003773,17.5,28.3,5.8,49,32.4,66,79,0.0,0.63,0.15,0.44,57,3,117,5.8,2.7,21,0.84,201,0.0,20.0,43,1159,4,57,75,olivo,secano,no,no,convencional,0
CSC003774,24.3,30.5,15.6,85,37.0,51,70,6.4,0.47,0.22,0.14,14,3,155,7.0,2.2,35,0.1,639,3.6,2.6,25,932,46,57,96,olivo,aspersion,si,no,convencional,1
CSC003775,19.1,28.7,0.5,85,18.5,22,68,5.3,0.57,0.19,0.52,4,3,208,5.6,2.9,23,0.34,313,2.4,22.8,19,623,35,85,48,horticola,secano,si,si,integrado,0
CSC003776,19.1,25.0,15.0,56,26.0,0,297,19.3,0.41,0.2,0.21,35,5,136,6.0,2.0,36,1.72,778,15.7,22.5,13,718,75,64,87,maiz,goteo,si,no,ecologico,0
CSC003777,19.3,18.8,10.9,73,20.4,48,152,3.0,0.77,0.24,0.55,27,2,183,6.0,1.3,33,0.44,594,0.0,23.8,24,858,64,23,41,horticola,secano,no,no,integrado,0
CSC003778,19.1,24.2,16.5,54,23.4,29,43,1.6,0.85,0.16,0.55,17,0,154,6.0,3.8,35,0.7,348,6.4,20.0,20,1264,29,83,114,vid,goteo,no,si,integrado,0
CSC003779,28.7,27.9,6.8,61,27.3,0,47,12.6,0.69,-0.05,0.72,48,5,237,8.1,2.7,37,1.28,302,7.3,4.5,20,454,54,100,47,vid,secano,no,no,integrado,1
CSC003780,17.3,22.4,12.8,68,34.3,72,98,4.0,0.4,0.11,0.3,5,6,209,6.1,2.9,30,1.08,0,6.9,14.8,27,914,21,70,121,vid,secano,si,no,convencional,0
CSC003781,12.3,26.6,12.4,72,26.4,42,135,10.1,0.7,0.35,0.37,18,4,233,6.7,2.1,21,1.27,397,13.0,6.4,2,521,53,79,10,maiz,aspersion,no,no,ecologico,0
CSC003782,25.5,25.5,13.5,81,23.0,48,16,9.7,0.52,-0.04,0.28,17,3,176,7.3,1.5,10,1.29,357,0.0,0.2,23,997,35,76,77,trigo,aspersion,no,no,convencional,0
CSC003783,18.7,21.1,18.5,42,15.9,60,0,13.7,0.53,0.22,0.37,17,3,169,5.5,3.0,14,1.13,659,4.6,6.0,43,583,67,80,99,trigo,secano,si,si,convencional,0
CSC003784,28.6,30.5,13.3,77,15.3,62,8,0.0,0.59,0.22,0.43,15,3,125,6.5,3.8,16,0.11,171,16.9,34.5,13,828,18,68,72,maiz,goteo,si,no,ecologico,0
CSC003785,21.2,32.3,11.3,100,13.0,29,79,8.1,0.67,0.17,0.18,37,5,183,7.3,2.3,13,0.1,843,6.5,15.8,26,1035,78,72,172,citricos,secano,no,no,ecologico,1
CSC003786,14.9,38.0,13.4,87,22.7,62,56,11.9,0.4,0.17,0.55,58,2,151,6.0,1.2,24,0.8,451,6.4,7.2,31,1080,64,94,81,olivo,secano,si,no,integrado,1
CSC003787,15.5,38.3,15.6,43,31.1,32,112,8.6,0.45,0.37,0.31,45,4,218,5.7,3.6,23,1.43,0,0.0,5.7,0,857,44,100,75,trigo,aspersion,no,no,integrado,1
