id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,peso_mg,longitud_antena_mm,num_segmentos_antena,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_ala_mm,envergadura_mm,num_manchas,diametro_mancha_mm,num_estrias_elitro,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,ratio_largo_ancho,ratio_antena_cuerpo,ratio_ala_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,densidad_setas,intensidad_color,especie_invasora
INV003681,18.92,11.52,4.46,4.54,4.56,4.38,99,5.85,10,10.15,4.76,4.04,7.83,20.12,1,0.14,4,1.66,1.05,0.2,4.24,0.309,0.414,65.8,184.8,1,40,0
INV003682,22.67,13.65,8.82,6.54,4.16,3.36,161,5.67,8,5.62,5.49,3.28,11.99,32.8,0,0.81,9,2.21,1.45,1.67,2.57,0.25,0.529,156.0,335.9,13,76,0
INV003683,9.65,6.32,4.97,2.93,1.77,2.91,81,5.2,10,7.09,3.68,3.98,7.15,19.27,0,0.19,8,1.66,1.11,0.2,1.94,0.539,0.741,37.4,69.8,0,60,0
INV003684,17.35,10.38,6.83,5.22,4.28,6.37,101,8.71,7,9.19,6.24,3.84,6.04,18.91,5,0.91,7,2.06,1.15,1.02,2.54,0.502,0.348,92.4,377.4,0,10,0
INV003685,16.67,10.4,6.44,7.56,4.17,1.99,163,9.24,12,11.63,4.51,7.36,13.58,33.6,7,0.42,10,1.76,0.98,2.24,2.59,0.554,0.815,83.7,106.8,10,105,0
INV003686,19.6,11.8,5.65,4.58,4.39,4.61,252,2.27,10,9.46,2.54,5.11,10.8,27.25,6,0.74,9,2.3,0.94,1.69,3.47,0.116,0.551,86.4,255.3,8,58,0
INV003687,23.49,14.89,7.53,5.35,4.09,6.94,279,7.69,11,10.82,6.06,4.86,8.75,25.03,8,1.02,9,1.48,0.76,1.62,3.12,0.327,0.372,138.0,613.8,12,189,1
INV003688,12.8,7.78,6.99,3.62,2.28,3.47,97,6.68,8,6.04,3.58,3.0,17.74,42.47,12,0.51,11,2.14,1.06,2.54,1.83,0.522,1.386,69.8,155.2,18,118,0
INV003689,19.96,12.16,10.01,6.09,3.61,6.34,252,9.04,10,13.07,4.72,6.13,20.01,50.03,7,1.32,12,2.08,0.54,2.13,1.99,0.453,1.003,155.8,633.4,28,113,0
INV003690,19.92,12.15,8.62,5.67,2.77,3.05,89,6.3,8,6.75,5.01,3.84,12.11,32.84,2,0.64,8,2.03,0.66,0.76,2.31,0.316,0.608,133.9,261.9,10,122,0
INV003691,10.12,6.62,5.56,6.48,2.37,4.15,223,10.2,10,7.41,2.7,3.08,16.59,38.74,6,0.52,6,2.16,0.61,1.68,1.82,1.008,1.639,43.9,116.8,8,109,0
INV003692,23.17,14.14,10.94,6.48,4.51,5.5,183,9.98,10,12.02,6.45,4.46,12.74,36.42,4,0.83,7,2.17,0.87,2.32,2.12,0.431,0.55,197.7,697.1,4,196,0
INV003693,12.01,7.3,6.19,6.64,2.15,1.8,111,5.6,10,6.13,4.41,3.86,16.03,38.25,12,0.18,9,2.38,0.91,1.16,1.94,0.466,1.335,58.0,66.9,8,72,0
INV003694,13.42,8.78,8.28,3.53,2.97,4.04,106,7.85,10,13.0,4.11,1.0,13.24,34.76,2,0.87,6,1.68,0.67,1.68,1.62,0.585,0.987,86.7,224.5,7,24,0
INV003695,15.32,9.67,5.04,6.69,4.71,5.8,241,6.52,9,11.44,4.0,3.82,17.29,39.62,4,0.45,8,1.66,1.6,2.22,3.04,0.426,1.129,60.2,223.9,16,56,1
INV003696,11.38,6.95,7.04,4.83,4.87,4.81,104,7.56,8,7.51,3.8,4.31,15.39,37.82,13,0.8,12,1.92,0.72,1.91,1.62,0.664,1.352,62.5,192.7,10,96,0
INV003697,11.65,7.06,7.25,5.0,2.58,3.96,156,10.33,9,4.68,3.05,2.23,15.76,38.77,7,0.74,8,1.41,0.49,1.74,1.61,0.887,1.353,65.9,167.2,20,155,0
INV003698,16.64,9.83,6.73,4.01,4.05,2.82,189,11.09,9,7.51,2.13,3.39,15.84,38.41,6,1.2,6,0.98,0.51,1.88,2.47,0.666,0.952,87.4,157.9,12,76,0
INV003699,19.85,12.37,8.24,6.5,4.52,6.08,124,6.33,11,12.18,4.8,4.51,14.53,37.3,4,0.92,10,2.01,1.21,0.74,2.41,0.319,0.732,127.6,497.2,3,78,0
INV003700,13.91,8.86,8.47,3.62,2.88,4.43,200,4.62,11,10.0,4.88,2.92,7.05,22.57,5,0.0,5,1.8,0.91,1.13,1.64,0.332,0.507,91.9,261.0,8,10,0
INV003701,27.52,17.56,7.2,6.04,5.39,6.76,286,9.95,9,11.48,5.42,4.23,14.78,36.76,9,0.99,10,1.94,1.08,2.54,3.82,0.362,0.537,154.6,669.7,6,136,0
INV003702,15.81,9.89,9.28,5.41,3.3,4.12,134,6.78,10,9.59,2.96,4.74,14.12,37.52,3,0.81,8,1.96,0.77,0.36,1.7,0.429,0.893,114.4,302.2,14,102,0
INV003703,11.94,7.71,5.88,5.08,2.27,1.98,35,5.68,10,5.57,1.0,2.49,16.67,39.22,1,0.32,7,1.59,1.18,0.33,2.03,0.476,1.396,54.8,69.5,2,10,0
INV003704,14.67,8.57,5.19,4.74,4.42,2.89,18,9.26,10,6.91,2.93,4.51,13.52,32.23,0,0.53,12,1.48,0.77,1.35,2.83,0.631,0.922,59.4,110.0,18,52,0
INV003705,20.93,13.44,7.74,3.5,4.1,5.58,215,9.7,11,13.29,5.62,4.5,11.25,30.24,2,0.75,7,2.01,0.77,2.02,2.7,0.463,0.538,126.4,452.0,7,125,0
INV003706,14.84,9.05,11.05,7.53,4.68,4.13,135,11.29,11,11.45,3.63,3.4,14.18,39.41,7,0.95,12,1.26,1.11,2.04,1.34,0.761,0.956,127.9,338.6,20,243,0
INV003707,17.2,10.87,8.45,6.41,3.69,5.02,94,12.05,11,12.02,4.12,3.93,23.56,55.57,8,1.6,12,1.89,0.67,2.28,2.04,0.701,1.37,113.4,364.8,30,169,0
INV003708,12.77,8.14,6.62,5.09,3.26,3.73,42,7.44,9,6.19,1.7,1.0,8.68,23.98,6,0.58,8,1.08,0.92,0.72,1.93,0.583,0.68,65.9,157.7,13,18,0
INV003709,17.14,10.36,7.28,5.36,3.56,4.68,110,4.13,10,9.24,4.83,4.33,10.23,27.74,0,0.84,8,2.32,1.18,1.72,2.35,0.241,0.597,97.3,292.0,5,97,0
INV003710,17.95,10.97,8.93,5.34,3.94,3.21,119,4.97,10,11.07,5.1,2.7,9.93,28.79,0,0.12,10,2.12,0.71,0.7,2.01,0.277,0.553,125.0,257.3,0,86,0
INV003711,8.25,4.85,3.15,3.07,1.49,3.1,10,8.33,10,2.0,2.23,2.0,17.89,38.93,7,1.19,11,1.03,0.72,1.86,2.62,1.01,2.168,20.3,40.3,12,175,0
INV003712,24.11,15.41,9.84,5.86,5.15,5.07,273,6.46,11,12.07,6.71,3.43,10.16,30.16,1,0.79,9,2.05,0.53,1.8,2.45,0.268,0.421,185.0,601.4,21,86,0
INV003713,16.8,10.29,5.9,5.42,2.69,5.26,118,2.46,10,5.07,1.64,3.82,4.99,15.88,2,0.75,10,1.36,0.83,0.2,2.85,0.146,0.297,77.3,260.7,1,27,0
INV003714,15.81,10.03,6.59,7.49,4.3,3.98,287,8.91,12,9.18,5.56,3.75,17.01,40.61,5,1.21,11,1.7,0.99,2.28,2.4,0.564,1.076,81.3,207.3,19,142,0
INV003715,15.88,10.04,7.8,4.85,3.24,4.17,279,8.98,11,8.48,5.25,4.42,10.36,28.52,10,0.9,9,1.96,1.1,3.42,2.04,0.565,0.652,96.6,258.3,15,105,0
INV003716,10.31,5.86,4.89,2.91,1.81,6.12,89,7.56,10,6.65,3.93,4.56,14.52,33.93,4,0.71,10,1.17,0.75,1.26,2.11,0.733,1.408,39.3,154.3,7,141,0
INV003717,16.26,9.76,9.41,6.5,2.71,4.14,119,7.25,11,9.36,4.44,4.56,14.72,38.85,3,0.89,9,2.26,0.79,1.23,1.73,0.446,0.905,119.3,316.7,5,156,0
INV003718,13.3,7.76,9.47,5.38,2.8,4.48,166,10.36,12,13.47,5.0,4.83,14.1,37.67,12,0.62,8,1.27,1.01,1.71,1.4,0.779,1.06,98.2,282.1,15,154,0
INV003719,13.77,8.37,7.48,5.0,3.56,5.52,208,9.18,8,9.27,1.91,4.92,17.36,42.2,8,0.75,9,1.46,0.93,1.41,1.84,0.667,1.261,80.3,284.3,14,76,0
INV003720,15.94,10.3,6.49,4.56,2.5,2.0,100,8.99,11,3.72,1.75,1.7,14.45,35.39,7,0.65,10,1.82,1.4,1.33,2.46,0.564,0.907,80.7,103.5,16,138,0
INV003721,14.08,8.63,7.92,5.59,3.23,2.5,29,6.25,11,5.5,3.49,3.5,11.29,30.5,3,0.34,11,1.4,0.94,1.6,1.78,0.444,0.802,87.0,139.4,9,76,0
INV003722,15.08,9.47,6.09,1.94,5.01,3.16,58,7.62,9,3.85,2.39,3.2,15.54,37.17,8,1.03,8,1.19,1.18,1.29,2.48,0.505,1.031,71.6,145.1,18,158,0
INV003723,18.07,11.32,10.3,6.79,3.38,7.32,329,8.5,10,9.54,5.13,6.93,11.74,33.78,8,1.05,10,2.15,1.55,1.81,1.75,0.47,0.65,145.2,681.2,24,136,1
INV003724,19.92,12.3,8.53,5.36,4.46,3.95,112,7.34,12,9.81,6.09,3.03,19.21,46.95,8,0.92,10,1.58,0.98,1.86,2.34,0.368,0.964,132.5,335.6,15,86,0
INV003725,12.64,7.63,6.74,5.7,4.29,4.77,137,7.2,11,13.28,4.56,4.35,10.8,28.34,4,0.74,8,2.01,1.17,1.97,1.88,0.57,0.854,66.5,203.2,0,89,0
INV003726,18.31,11.56,7.02,6.83,2.97,5.73,258,10.58,10,11.4,4.18,4.48,16.72,40.46,12,1.18,11,2.13,0.39,2.05,2.61,0.578,0.913,100.3,368.3,22,202,1
INV003727,16.03,10.06,5.59,4.92,3.24,3.47,64,6.74,9,9.45,2.22,3.43,14.56,34.71,9,0.14,11,1.33,0.67,1.31,2.87,0.42,0.908,69.9,155.5,5,79,0
INV003728,15.06,9.54,6.87,5.58,4.04,4.61,198,11.0,11,6.35,6.13,2.95,12.79,32.45,7,0.7,10,1.03,1.03,1.85,2.19,0.73,0.849,80.7,238.5,25,47,0
INV003729,13.33,8.04,6.78,3.45,3.02,4.75,177,9.88,8,7.27,4.05,2.08,11.14,29.06,7,0.32,10,2.17,1.0,0.89,1.97,0.741,0.836,70.5,214.6,11,10,1
INV003730,13.88,8.29,7.76,6.7,4.0,6.01,279,12.64,11,9.69,5.81,4.54,12.09,31.94,7,0.62,9,1.66,0.91,1.43,1.79,0.911,0.871,84.0,323.7,8,99,0
INV003731,19.03,11.97,6.79,5.94,3.66,3.05,179,9.02,9,8.21,2.4,2.72,12.0,30.79,6,0.86,7,1.79,0.83,1.37,2.8,0.474,0.631,100.8,197.1,10,115,0
INV003732,11.49,6.66,5.37,3.92,3.09,2.98,107,6.21,9,5.9,2.29,2.93,14.01,33.39,4,0.35,9,0.89,0.87,1.48,2.14,0.54,1.219,48.1,91.9,15,199,0
INV003733,15.03,9.25,5.34,5.34,1.95,3.44,55,8.59,13,8.19,4.31,2.77,16.63,38.6,6,1.28,11,1.75,1.0,2.2,2.81,0.572,1.106,62.6,138.0,17,185,0
INV003734,17.34,10.75,7.28,5.88,2.81,5.7,138,9.12,8,7.68,5.09,4.36,7.65,22.58,13,1.15,8,2.62,0.35,2.02,2.38,0.526,0.441,98.5,359.8,15,74,1
INV003735,17.74,10.98,4.92,3.73,2.44,2.83,17,9.83,8,5.22,2.95,3.56,15.32,35.56,5,0.31,12,1.1,1.13,2.48,3.61,0.554,0.864,68.1,123.5,22,193,0
INV003736,20.64,12.87,6.21,8.41,4.1,4.67,309,8.46,11,11.98,4.54,2.99,12.76,31.73,2,0.21,8,1.21,0.72,2.09,3.32,0.41,0.618,100.0,299.3,4,149,0
INV003737,16.12,9.93,8.39,4.69,3.06,6.0,20,7.46,9,11.09,1.42,3.92,14.22,36.83,5,0.62,9,1.47,0.99,1.36,1.92,0.463,0.882,105.5,405.7,20,211,0
INV003738,11.15,7.29,8.2,3.54,2.77,2.64,29,7.76,9,11.46,4.7,1.06,10.78,29.76,2,0.38,11,0.81,0.88,0.25,1.36,0.696,0.967,71.3,120.7,0,114,0
INV003739,9.66,5.97,5.83,4.57,2.92,4.1,95,11.31,11,6.93,2.96,3.55,11.91,29.65,3,0.59,10,1.53,0.85,1.31,1.66,1.171,1.233,43.9,115.5,17,49,0
INV003740,20.51,12.8,9.87,6.2,4.03,4.68,194,5.65,10,8.01,3.36,3.28,5.96,21.79,2,0.73,6,1.78,1.0,1.17,2.08,0.275,0.291,157.9,473.7,21,27,0
INV003741,13.97,8.33,7.66,6.6,4.56,4.16,234,4.68,10,6.9,3.59,3.35,10.2,28.06,5,0.78,10,2.24,0.54,1.7,1.82,0.335,0.73,83.5,222.6,8,89,0
INV003742,12.13,7.56,6.58,5.35,4.6,2.4,228,12.36,9,9.35,3.13,4.78,15.3,37.18,9,1.49,14,1.81,0.93,3.0,1.84,1.019,1.261,62.3,95.8,14,88,0
INV003743,21.33,12.77,6.23,6.33,4.37,7.5,212,8.69,9,10.19,5.3,2.89,12.62,31.47,9,1.09,9,2.59,1.47,1.24,3.42,0.407,0.592,103.7,498.3,22,118,1
INV003744,13.71,8.74,5.21,3.18,2.66,3.1,178,7.91,11,8.52,3.13,2.29,9.18,23.57,8,0.83,9,2.37,1.02,1.77,2.63,0.577,0.67,55.7,110.7,18,177,0
INV003745,15.27,8.91,7.83,4.99,4.5,5.69,196,8.61,10,10.36,5.6,4.78,3.0,13.83,4,0.8,8,1.83,0.73,2.46,1.95,0.564,0.196,93.3,340.2,16,82,0
INV003746,17.65,10.58,7.69,4.13,4.82,3.97,135,5.27,11,10.95,3.74,3.24,14.07,35.83,10,1.39,10,1.81,0.91,2.28,2.3,0.299,0.797,105.9,269.4,14,118,0
INV003747,17.7,11.13,9.1,5.64,3.65,4.49,189,11.39,11,8.51,5.5,4.12,9.54,28.18,3,0.91,10,1.89,1.04,1.04,1.95,0.644,0.539,125.6,361.6,4,122,0
INV003748,17.92,11.03,7.53,5.89,3.52,2.82,144,11.12,8,9.14,4.26,3.16,16.89,41.31,10,0.68,12,1.93,0.68,3.11,2.38,0.621,0.943,105.3,190.3,23,133,0
INV003749,20.34,12.39,7.06,4.56,4.54,4.7,52,7.73,9,11.52,5.1,4.19,12.26,31.58,3,1.29,7,1.6,1.23,2.05,2.88,0.38,0.603,112.0,337.5,11,81,0
INV003750,17.1,10.5,7.48,5.11,3.14,3.86,204,8.46,8,5.9,3.52,4.88,18.39,44.26,9,1.5,10,1.63,0.51,1.88,2.29,0.495,1.075,99.8,246.9,14,193,0
INV003751,16.31,10.38,5.02,5.69,4.22,4.96,127,3.08,11,12.45,2.47,3.84,6.93,18.88,4,0.02,6,1.45,1.09,1.32,3.25,0.189,0.425,63.9,203.1,0,47,0
INV003752,20.98,12.99,9.22,7.2,3.76,7.87,280,4.54,11,12.93,5.49,4.15,12.18,33.58,1,0.0,8,2.26,0.54,0.32,2.28,0.216,0.581,150.9,761.2,9,62,0
INV003753,21.47,13.29,4.37,5.15,3.5,6.92,175,8.46,11,8.07,5.43,4.82,16.95,38.27,12,0.73,9,2.1,0.96,2.43,4.91,0.394,0.789,73.2,324.6,11,168,0
INV003754,17.02,10.22,9.83,7.08,4.13,6.37,271,9.21,10,12.2,5.44,2.16,12.16,34.15,7,0.91,10,2.98,1.03,1.67,1.73,0.541,0.714,130.5,532.9,15,165,0
INV003755,15.19,9.92,8.51,6.15,4.71,5.18,152,10.54,10,8.65,4.31,3.77,14.04,36.59,5,0.89,10,2.15,1.12,1.98,1.78,0.694,0.924,100.8,334.8,10,92,0
INV003756,17.79,10.56,9.06,5.32,5.59,4.78,203,5.65,12,10.97,3.33,4.24,11.97,33.0,7,0.92,10,2.46,1.12,0.77,1.96,0.318,0.673,125.7,385.2,7,29,0
INV003757,15.17,9.29,9.34,7.57,4.76,5.53,211,6.02,10,10.95,3.49,5.21,7.9,25.14,4,0.84,7,1.12,0.61,1.52,1.62,0.397,0.521,110.5,391.8,21,100,0
INV003758,16.57,10.52,8.29,4.48,3.86,5.12,218,11.53,11,10.36,4.72,3.25,18.26,44.81,8,0.69,12,1.45,0.91,2.58,2.0,0.696,1.102,107.1,351.7,12,121,0
INV003759,15.52,9.52,6.18,5.42,4.44,4.82,165,11.24,11,7.44,3.32,3.1,7.86,21.9,7,0.49,10,1.24,1.0,1.42,2.51,0.724,0.506,74.8,231.2,21,118,0
INV003760,18.23,10.67,8.4,5.12,4.7,4.6,216,12.3,10,12.81,4.25,3.87,23.46,55.32,14,1.08,13,2.49,0.94,3.45,2.17,0.675,1.287,119.4,352.2,27,202,0
INV003761,23.32,14.77,10.32,6.26,4.31,5.5,318,6.34,8,11.59,5.49,5.23,10.03,30.38,0,0.5,7,2.21,1.01,1.33,2.26,0.272,0.43,187.7,661.8,9,91,0
INV003762,12.33,8.04,4.84,4.4,4.15,3.11,174,8.15,9,8.04,3.63,3.14,12.33,29.5,7,0.76,6,1.8,1.06,1.73,2.55,0.661,1.0,46.5,92.8,17,106,0
INV003763,23.26,14.01,9.14,9.44,5.12,6.33,365,6.92,10,11.71,5.76,5.78,16.51,42.16,7,1.05,10,2.67,0.99,1.69,2.54,0.298,0.71,165.8,672.9,21,121,1
INV003764,17.79,11.63,7.14,6.9,3.97,3.01,193,11.15,10,7.9,4.95,2.29,16.12,39.38,9,1.05,12,2.19,0.99,1.27,2.49,0.627,0.906,99.1,191.2,9,84,0
INV003765,14.86,9.21,4.19,2.39,4.27,5.29,101,8.1,9,8.11,5.31,3.76,9.61,23.41,5,0.85,8,1.07,1.31,1.91,3.55,0.545,0.647,48.6,164.7,14,120,0
INV003766,21.14,12.89,8.29,4.15,4.34,5.38,192,5.84,8,10.12,3.0,4.13,8.45,25.19,4,0.48,6,1.23,1.12,1.12,2.55,0.276,0.4,136.7,471.4,11,114,0
INV003767,7.96,5.2,6.27,4.8,3.2,4.46,36,10.18,11,7.3,4.21,2.72,13.68,33.63,7,1.25,6,1.02,0.93,1.31,1.27,1.279,1.719,38.9,111.3,20,109,0
INV003768,20.96,13.23,3.7,7.83,4.62,5.98,192,4.55,9,6.39,3.96,3.29,9.55,22.8,5,0.22,9,1.41,0.76,1.45,5.66,0.217,0.456,60.5,231.9,6,57,0
INV003769,15.63,9.72,7.65,5.04,2.5,4.04,143,8.27,10,10.5,3.81,5.34,20.44,48.53,4,0.95,10,1.52,1.13,1.05,2.04,0.529,1.308,93.3,241.5,16,32,0
INV003770,22.72,13.97,6.71,7.57,4.2,3.62,171,14.62,11,10.51,2.42,4.91,20.34,47.39,13,1.36,12,2.04,1.1,2.3,3.39,0.643,0.895,118.9,275.9,23,255,1
INV003771,20.05,12.23,9.92,5.9,3.32,7.36,168,9.1,11,7.82,3.59,6.58,10.3,30.52,6,0.32,7,1.6,0.74,1.59,2.02,0.454,0.514,155.1,731.9,14,148,0
INV003772,21.7,13.03,4.91,6.29,4.08,4.69,189,11.24,10,6.69,3.49,5.47,15.74,36.39,5,0.59,10,1.47,0.57,2.12,4.42,0.518,0.725,83.1,249.9,25,96,0
INV003773,18.03,10.72,9.05,6.08,4.03,5.3,203,6.95,10,12.54,4.62,3.64,12.54,34.13,1,0.58,10,1.85,0.54,1.83,1.99,0.385,0.696,127.3,432.4,12,179,0
INV003774,15.87,9.68,8.16,4.8,2.54,2.49,171,8.96,10,9.29,5.27,3.53,14.62,37.4,5,0.48,10,1.59,0.74,1.3,1.94,0.565,0.921,101.0,161.2,7,29,0
INV003775,18.08,11.62,6.32,6.37,3.69,5.18,238,9.01,9,7.45,4.29,4.27,15.88,38.08,5,0.57,11,1.79,0.91,1.12,2.86,0.498,0.878,89.1,295.9,4,68,1
INV003776,16.09,10.18,6.29,5.46,3.07,4.8,190,9.22,10,9.43,4.7,3.89,12.02,30.33,6,1.48,11,2.63,0.95,0.97,2.56,0.573,0.747,78.9,242.9,5,84,0
INV003777,17.9,11.6,6.0,4.46,2.44,1.89,129,9.17,8,6.49,2.56,3.74,15.62,37.24,5,0.9,8,2.03,1.02,0.84,2.98,0.512,0.873,83.8,101.5,9,154,0
INV003778,16.95,10.3,6.99,7.25,4.1,4.07,236,10.28,11,8.33,4.06,3.98,17.32,41.63,9,0.76,11,2.53,0.8,1.76,2.42,0.606,1.022,92.4,241.1,25,124,0
INV003779,10.32,6.48,6.7,6.71,2.31,1.42,10,6.68,9,8.04,3.9,3.15,15.83,38.36,6,0.74,10,2.15,0.68,0.72,1.54,0.647,1.534,53.9,49.1,1,90,0
INV003780,14.7,8.99,7.31,5.12,3.17,5.83,16,10.63,10,10.96,3.99,4.48,10.37,28.05,12,0.96,11,1.94,1.29,1.57,2.01,0.723,0.705,83.8,313.2,4,139,0
INV003781,10.92,6.37,4.49,4.11,1.82,2.3,203,11.46,8,5.1,3.44,2.25,17.15,38.79,11,0.87,12,1.58,0.65,2.24,2.43,1.049,1.571,38.2,56.4,14,146,1
INV003782,24.08,14.93,8.7,8.0,4.51,5.83,201,7.38,9,11.57,4.53,5.88,14.09,36.88,10,0.58,10,2.29,0.55,1.85,2.77,0.306,0.585,163.4,610.7,13,160,1
INV003783,23.59,14.71,8.37,6.11,4.59,5.58,350,10.38,9,10.2,5.04,5.18,16.13,40.63,9,0.99,9,1.77,0.76,2.41,2.82,0.44,0.684,154.0,550.9,18,193,1
INV003784,5.13,2.96,6.28,4.46,2.75,3.94,137,13.67,10,7.63,3.4,3.44,15.96,38.2,7,0.4,9,1.57,0.68,2.45,0.82,2.665,3.111,25.1,63.5,11,184,0
INV003785,13.88,8.7,8.57,4.9,4.25,6.28,78,9.77,13,11.38,4.19,4.33,11.24,31.05,7,0.92,8,2.59,0.53,1.48,1.62,0.704,0.81,92.8,373.5,0,207,0
INV003786,16.27,9.92,8.42,4.64,5.28,5.54,247,10.31,8,13.3,4.43,4.68,18.82,46.06,15,1.39,11,2.61,0.77,2.47,1.93,0.634,1.157,106.9,379.5,27,227,1
INV003787,16.83,10.09,6.78,4.99,2.83,4.58,84,8.79,10,7.93,5.64,3.93,15.64,38.06,7,1.26,12,1.7,0.72,2.08,2.48,0.522,0.929,89.0,261.3,5,143,0
INV003788,16.95,10.73,8.76,6.79,4.4,4.88,192,5.69,11,10.69,5.49,4.79,12.71,34.18,4,0.67,9,2.26,1.21,2.04,1.93,0.336,0.75,115.8,362.3,15,90,0
INV003789,5.0,3.06,6.14,4.11,2.14,1.73,21,9.84,11,3.64,1.85,2.48,15.3,36.74,5,0.73,10,1.13,0.9,1.37,0.81,1.968,3.06,23.9,26.6,16,47,0
INV003790,14.78,9.27,5.88,5.12,3.02,4.83,136,9.89,10,8.95,4.39,3.34,11.08,28.04,6,1.65,9,1.35,0.79,1.98,2.51,0.669,0.75,67.8,209.9,17,183,0
INV003791,16.3,10.25,7.89,5.33,2.6,5.66,119,7.45,9,8.16,5.22,4.2,15.23,38.35,3,0.0,7,1.8,1.0,1.66,2.07,0.457,0.934,100.3,364.0,3,60,0
INV003792,13.47,7.91,8.47,5.46,4.09,3.35,171,8.83,10,8.21,5.44,4.43,11.44,31.35,5,0.75,11,1.24,0.8,0.79,1.59,0.656,0.849,89.0,191.1,9,101,0
INV003793,15.96,9.79,2.52,5.05,2.11,2.65,110,5.91,10,3.06,4.02,4.09,12.3,27.12,6,0.73,7,2.38,0.93,1.45,6.33,0.37,0.771,31.4,53.3,7,97,0
INV003794,12.88,8.04,5.61,4.93,3.35,3.26,92,7.95,11,6.65,3.79,3.92,11.32,28.25,2,0.3,5,2.27,1.23,0.94,2.3,0.617,0.879,56.4,117.8,9,99,0
INV003795,14.74,9.07,7.68,5.13,3.29,5.81,114,8.98,8,9.22,2.09,5.38,14.65,36.98,5,0.65,9,1.91,0.92,1.32,1.92,0.609,0.994,88.3,328.9,5,122,0
INV003796,20.41,12.29,9.08,6.43,4.54,5.73,225,10.74,9,10.42,4.86,5.09,13.17,35.42,8,0.77,8,1.37,1.5,2.27,2.25,0.526,0.645,144.6,530.9,15,173,0
INV003797,22.26,13.61,6.83,7.47,5.48,4.26,175,9.88,10,9.49,3.51,3.35,10.54,27.91,7,1.02,12,1.8,1.12,1.9,3.26,0.444,0.473,118.6,323.8,22,192,0
INV003798,15.7,9.85,6.72,6.29,4.37,4.82,261,8.22,10,7.13,5.48,4.97,8.71,24.14,1,0.82,6,1.44,0.88,1.08,2.34,0.524,0.555,82.3,254.3,6,73,0
INV003799,15.1,9.27,8.17,4.18,3.93,5.36,237,7.43,10,7.88,3.49,4.18,9.06,26.29,6,0.37,7,1.98,0.56,1.21,1.85,0.492,0.6,96.2,330.6,8,118,0
INV003800,12.44,7.85,6.05,5.28,3.44,2.36,77,9.69,12,6.63,2.6,4.59,12.9,31.85,7,0.84,9,1.47,0.85,2.11,2.06,0.779,1.037,58.7,88.8,13,112,0
INV003801,24.27,15.51,6.84,5.37,4.37,5.9,148,6.37,11,10.21,4.86,5.44,11.22,29.28,0,0.75,10,2.05,0.36,1.44,3.55,0.262,0.462,129.5,489.7,0,58,0
INV003802,21.39,12.73,10.45,6.0,4.54,5.87,288,9.41,12,11.73,5.8,3.84,15.25,40.95,8,0.87,10,2.22,0.71,1.98,2.05,0.44,0.713,174.3,656.0,15,126,1
INV003803,10.51,6.27,8.36,3.17,4.67,5.63,108,9.03,12,9.84,3.18,2.48,14.61,37.58,5,1.04,11,1.69,0.32,2.05,1.26,0.859,1.39,68.5,247.3,11,10,0
INV003804,10.69,6.67,6.72,3.97,2.28,4.25,103,8.78,9,8.4,1.99,1.57,13.26,33.24,7,0.94,11,1.2,1.29,1.48,1.59,0.821,1.24,56.0,152.7,16,117,0
INV003805,14.47,8.9,9.03,6.0,4.2,2.4,177,10.06,9,7.61,4.81,5.04,12.46,33.95,7,1.43,10,2.69,0.75,1.16,1.6,0.695,0.861,101.9,156.8,12,209,0
INV003806,16.29,10.1,7.27,5.22,3.31,3.93,144,12.52,7,10.09,4.63,2.82,15.39,38.05,11,1.49,12,1.81,0.61,1.84,2.24,0.769,0.945,92.4,232.7,11,178,0
INV003807,13.06,8.45,5.53,3.65,3.04,4.63,198,7.76,9,6.43,2.27,1.4,14.22,33.97,11,1.07,11,2.08,0.58,1.39,2.36,0.594,1.089,56.3,167.2,27,78,0
INV003808,18.47,11.44,7.44,5.72,4.92,4.98,226,6.45,9,12.0,4.84,5.14,10.5,28.44,1,0.68,7,1.73,1.25,0.64,2.48,0.349,0.568,107.2,342.2,9,50,0
INV003809,20.7,12.48,9.22,6.42,4.87,2.28,89,8.49,11,10.22,4.65,4.17,13.45,36.12,9,0.5,12,2.03,0.57,2.3,2.25,0.41,0.65,148.9,217.6,12,105,0
INV003810,10.66,6.45,6.48,3.95,2.23,4.57,181,10.08,11,6.17,2.63,2.4,18.93,44.34,12,1.09,13,1.17,0.7,2.09,1.65,0.946,1.776,53.9,157.8,17,159,0
INV003811,11.01,6.8,5.49,3.69,3.1,3.71,155,7.65,10,9.41,4.16,2.8,10.9,27.29,2,1.28,10,1.66,1.03,2.63,2.01,0.695,0.99,47.1,112.1,25,75,0
INV003812,12.3,7.48,6.92,2.22,2.39,2.49,29,9.83,10,7.25,4.09,3.29,12.97,32.86,8,1.33,9,2.15,0.57,2.31,1.78,0.799,1.054,66.4,106.0,16,170,0
INV003813,14.97,9.02,4.43,4.1,4.19,5.06,103,13.44,12,7.18,4.28,4.6,11.63,27.69,11,0.96,9,1.88,0.94,2.06,3.38,0.898,0.777,51.7,167.8,11,143,0
