id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,longitud_antena_mm,num_segmentos_antena,longitud_pata_anterior_mm,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_tarso_mm,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,num_estrias_elitro,num_puntos_pronoto,longitud_espolon_mm,peso_mg,ratio_largo_ancho,ratio_antena_cuerpo,ratio_pata_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,longitud_ala_mm,envergadura_mm,coloracion
ESP000932,13.07,8.49,4.18,3.32,2.23,5.13,3.88,7,3.77,10.53,1.88,1.0,3.64,1.63,1.09,0.38,6,57,0.63,56,3.13,0.297,0.806,42.6,140.1,9.04,22.26,negro
ESP000933,11.47,6.79,5.07,4.14,3.11,5.72,5.06,9,5.65,3.18,2.03,1.0,2.46,1.59,1.03,1.44,6,55,0.1,61,2.26,0.441,0.277,45.4,166.3,4.83,14.73,negro
ESP000934,20.96,12.98,10.17,8.28,5.66,6.02,11.49,12,6.74,12.71,3.66,5.25,4.21,1.94,0.9,3.03,14,42,0.74,241,2.06,0.548,0.606,166.3,641.6,16.14,42.45,negro
ESP000935,11.98,7.11,4.16,4.04,2.3,2.61,6.31,8,6.53,6.67,4.21,1.0,4.57,1.74,0.85,0.7,6,50,0.42,59,2.88,0.527,0.557,38.9,65.0,10.21,24.58,marron
ESP000936,21.33,13.8,9.84,8.19,5.29,6.9,9.56,12,9.74,14.99,3.12,3.68,4.46,1.98,0.2,2.18,13,45,0.27,229,2.17,0.448,0.703,163.7,724.1,17.18,44.2,marron
ESP000937,11.25,7.26,3.26,3.03,1.63,2.66,4.26,6,5.32,6.96,4.47,5.97,1.31,2.13,1.22,0.61,8,26,0.92,5,3.45,0.379,0.619,28.6,48.8,11.35,25.96,negro
ESP000938,19.52,11.62,10.39,8.57,6.0,6.0,7.86,11,5.66,13.45,2.68,4.48,3.45,1.57,0.27,2.0,9,39,0.69,231,1.88,0.403,0.689,158.2,608.4,18.83,48.05,marron
ESP000939,13.08,8.13,3.75,3.1,2.02,2.93,4.68,9,3.89,7.4,4.73,5.56,2.45,1.98,1.28,0.71,8,51,0.91,28,3.49,0.358,0.566,38.3,71.9,12.34,28.43,metalico
ESP000940,10.65,6.81,3.67,3.29,2.13,4.15,6.36,7,4.48,7.08,5.83,4.9,2.26,2.03,1.33,0.52,10,53,0.69,5,2.9,0.597,0.665,30.5,81.1,11.39,26.45,negro
ESP000941,14.29,8.27,4.56,3.14,2.3,3.76,4.63,8,6.02,9.78,4.5,1.0,3.48,2.03,0.64,0.8,5,40,0.65,55,3.13,0.324,0.684,50.8,122.5,6.21,16.98,negro
ESP000942,24.13,14.46,9.56,7.49,4.88,9.04,8.94,10,2.94,12.91,5.72,3.46,3.69,1.36,0.76,2.54,11,53,0.3,331,2.52,0.37,0.535,179.9,1042.7,17.0,43.56,metalico
ESP000943,10.38,6.1,3.82,3.38,2.28,4.06,5.93,9,3.9,7.59,4.71,4.99,3.54,1.4,1.34,0.87,12,50,1.49,10,2.72,0.571,0.731,30.9,80.5,6.12,16.06,marron
ESP000944,20.17,11.46,10.5,8.0,6.03,4.61,10.34,11,6.32,8.78,2.22,4.59,3.24,1.08,0.2,2.78,14,65,0.26,221,1.92,0.513,0.435,165.2,488.2,20.34,51.18,marron
ESP000945,20.22,13.06,9.83,7.58,5.59,8.49,6.9,14,3.95,12.9,2.71,4.17,4.21,1.5,0.29,2.37,10,42,0.21,261,2.06,0.341,0.638,155.0,843.7,17.96,45.75,negro
ESP000946,20.21,12.7,9.37,6.95,5.36,6.41,11.58,10,8.05,12.76,3.27,5.37,3.5,1.82,0.44,2.39,15,32,0.69,246,2.16,0.573,0.631,147.7,606.9,15.92,41.21,metalico
ESP000947,13.35,8.43,5.24,4.34,3.07,1.94,4.74,10,4.57,7.71,4.11,1.0,1.88,0.76,0.68,0.24,9,87,0.94,64,2.55,0.355,0.578,54.6,67.9,8.15,21.54,marron
ESP000948,13.71,8.97,5.45,4.42,2.79,3.64,3.77,7,3.98,6.96,3.07,1.0,1.94,1.38,0.76,0.2,7,64,0.25,82,2.52,0.275,0.508,58.3,136.0,8.26,21.97,metalico
ESP000949,24.18,14.82,10.79,8.33,5.61,6.67,8.92,11,2.35,12.76,6.02,3.32,3.7,1.5,1.28,1.52,10,82,0.56,317,2.24,0.369,0.528,203.5,870.1,19.25,49.29,metalico
ESP000950,11.93,7.19,3.88,2.76,2.15,3.43,4.05,8,6.7,8.45,4.82,1.32,3.4,1.32,0.62,0.95,6,56,0.84,62,3.07,0.339,0.708,36.1,79.4,9.5,22.88,metalico
ESP000951,19.03,11.84,9.1,7.91,5.0,6.21,6.61,13,7.87,11.68,2.29,4.0,3.85,2.06,0.68,2.95,14,79,1.06,234,2.09,0.347,0.614,135.1,537.7,15.15,39.4,rojizo
ESP000952,12.41,7.49,3.64,2.86,2.11,2.82,4.18,8,6.46,7.11,6.23,6.07,0.73,1.6,1.72,1.11,7,50,1.04,38,3.41,0.337,0.573,35.2,63.7,5.37,14.38,metalico
ESP000953,20.8,12.31,11.28,9.38,6.11,9.42,9.35,12,5.76,14.91,7.36,4.17,4.14,1.78,0.49,2.75,8,56,0.28,327,1.84,0.45,0.717,183.0,1105.1,21.39,54.06,rojizo
ESP000954,20.75,13.18,9.02,6.58,5.12,6.57,11.45,13,5.88,11.4,2.73,7.44,2.97,2.13,0.33,3.18,13,67,0.63,240,2.3,0.552,0.549,146.0,614.8,20.94,50.9,metalico
ESP000955,10.85,6.93,5.29,4.75,3.19,2.93,4.26,8,4.35,7.52,3.58,1.0,3.62,1.5,1.13,0.98,5,72,0.66,58,2.05,0.393,0.693,44.8,84.1,10.22,25.73,negro
ESP000956,21.08,13.77,9.82,8.29,5.31,8.12,8.67,10,7.49,13.27,2.93,3.45,4.23,1.88,0.4,2.29,14,89,0.55,241,2.15,0.411,0.63,161.5,840.4,15.8,41.42,marron
ESP000957,19.71,11.14,9.79,7.92,5.31,6.31,10.05,11,7.91,10.73,4.32,5.07,3.93,2.42,0.71,2.64,15,61,0.72,254,2.01,0.51,0.544,150.5,608.8,16.2,42.19,metalico
ESP000958,11.87,7.48,4.87,4.16,2.76,3.73,3.83,7,3.58,7.21,5.25,1.0,3.0,1.94,1.24,1.19,5,64,0.86,66,2.44,0.323,0.607,45.1,107.8,8.88,22.63,negro
ESP000959,16.98,10.21,9.2,7.61,4.94,7.17,9.73,12,6.13,16.9,1.32,4.56,3.73,2.79,0.2,2.9,10,74,0.66,217,1.85,0.573,0.995,121.8,560.0,15.42,40.04,negro
ESP000960,20.7,12.57,9.28,7.42,5.19,4.92,8.05,12,7.61,10.1,4.12,3.91,3.32,2.33,0.28,3.03,15,74,0.82,237,2.23,0.389,0.488,149.8,472.6,18.11,45.5,metalico
ESP000961,23.85,14.37,10.86,8.56,6.06,6.71,10.58,11,3.74,12.38,6.76,4.37,4.8,1.89,1.11,2.58,11,62,0.49,334,2.2,0.444,0.519,202.0,869.0,16.04,42.94,metalico
ESP000962,20.44,12.37,9.13,7.42,5.23,5.96,8.5,13,8.8,12.6,2.44,3.95,2.3,1.64,0.41,2.67,12,76,0.66,238,2.24,0.416,0.616,145.6,556.1,12.77,34.67,metalico
ESP000963,21.08,12.48,9.89,8.36,5.56,4.71,7.52,9,7.34,9.97,3.34,4.76,4.2,2.07,0.6,1.34,13,88,0.94,248,2.13,0.357,0.473,162.6,491.0,16.74,43.37,metalico
ESP000964,13.75,8.91,4.44,3.79,2.47,3.48,6.85,8,4.15,5.33,4.01,1.0,2.25,1.62,0.54,0.2,4,57,0.26,77,3.1,0.498,0.388,47.6,106.2,5.2,14.84,negro
ESP000965,12.61,7.35,4.28,3.72,2.31,3.09,3.5,8,4.38,5.89,3.92,1.94,2.6,1.5,0.77,0.9,8,47,0.36,71,2.95,0.278,0.467,42.1,83.4,8.99,22.26,negro
ESP000966,13.6,8.51,5.17,4.27,2.75,2.48,3.67,9,5.42,5.9,2.91,1.0,3.21,2.24,1.24,1.4,4,50,0.36,32,2.63,0.27,0.434,54.8,87.2,9.63,24.43,rojizo
ESP000967,24.74,15.45,10.62,8.25,6.02,8.59,10.91,11,2.7,13.68,7.73,2.95,3.97,2.26,1.36,3.08,14,54,0.75,295,2.33,0.441,0.553,204.9,1128.5,16.51,43.64,metalico
ESP000968,21.5,13.71,9.84,7.59,5.13,4.66,11.47,11,7.07,13.44,3.31,5.81,2.88,1.16,0.4,2.39,10,53,0.65,225,2.18,0.533,0.625,165.0,492.9,13.4,36.64,negro
ESP000969,13.81,9.03,4.77,3.91,2.8,3.33,3.6,7,4.63,3.93,3.97,1.0,2.2,1.55,1.05,0.2,4,49,0.18,63,2.9,0.261,0.285,51.4,109.7,6.16,17.09,metalico
ESP000970,23.65,14.51,10.46,7.68,5.59,7.86,10.04,9,2.57,12.1,5.14,2.85,4.23,1.49,0.96,4.06,14,38,0.36,297,2.26,0.425,0.512,193.0,972.2,20.47,51.4,marron
ESP000971,20.95,12.94,9.3,7.53,5.2,6.21,8.87,10,6.19,12.42,2.54,4.98,4.44,2.09,0.46,2.87,12,43,0.52,219,2.25,0.423,0.593,152.0,605.0,16.77,42.84,marron
ESP000972,11.9,6.9,4.72,4.05,2.4,1.84,7.34,9,4.35,9.2,4.23,4.18,1.24,1.46,1.31,1.27,12,57,1.35,5,2.52,0.617,0.773,43.8,51.7,6.96,18.64,negro
ESP000973,20.8,13.46,10.13,7.7,5.43,6.98,6.65,11,5.79,14.21,4.06,3.58,4.66,1.82,0.51,2.94,12,69,0.71,241,2.05,0.32,0.683,164.3,735.4,16.83,43.79,marron
ESP000974,12.03,7.43,5.42,3.35,2.77,4.44,2.49,8,3.36,5.25,2.48,1.0,2.56,2.37,0.83,0.2,4,54,0.14,64,2.22,0.207,0.436,50.9,144.7,10.9,27.22,negro
ESP000975,10.15,6.2,3.9,2.84,2.33,6.26,4.09,10,5.36,7.51,4.46,5.28,1.09,0.98,1.31,1.61,8,31,0.9,17,2.6,0.403,0.74,30.9,123.9,8.26,20.42,negro
ESP000976,12.75,7.69,5.94,4.37,3.4,1.91,2.21,10,5.31,5.03,2.63,1.0,4.01,1.82,1.1,0.93,5,63,0.69,67,2.15,0.173,0.395,59.1,72.3,7.61,21.16,marron
ESP000977,10.63,6.71,3.8,2.94,2.0,2.18,7.62,8,5.81,5.58,5.07,5.23,2.17,1.71,1.26,0.3,11,41,0.19,31,2.8,0.717,0.525,31.5,44.0,5.82,15.44,negro
ESP000978,10.93,6.98,5.57,4.7,3.14,3.85,6.34,9,4.24,5.3,4.04,1.0,2.36,1.56,0.56,1.53,7,62,0.42,83,1.96,0.58,0.485,47.5,117.2,9.26,24.09,negro
ESP000979,20.08,12.45,9.03,7.16,5.2,6.82,9.36,10,7.27,12.46,2.06,4.0,2.29,1.43,0.74,1.47,13,54,0.66,243,2.22,0.466,0.621,141.4,618.3,18.51,46.05,negro
ESP000980,24.21,15.23,10.26,8.39,5.7,9.6,10.69,12,2.98,10.94,7.79,3.47,4.9,1.59,1.19,2.71,11,76,0.1,295,2.36,0.442,0.452,193.7,1192.3,19.9,50.06,metalico
ESP000981,23.2,14.49,11.49,9.47,6.12,7.9,12.41,11,4.46,13.34,6.32,4.19,4.0,2.24,1.09,2.54,11,69,0.52,313,2.02,0.535,0.575,207.9,1052.9,18.91,49.31,metalico
ESP000982,20.73,12.96,9.5,7.97,5.24,6.6,10.23,11,5.41,12.43,2.01,4.2,4.31,2.32,0.2,3.01,12,70,0.53,257,2.18,0.493,0.6,153.6,649.9,15.27,40.04,metalico
ESP000983,19.0,12.36,10.06,8.2,5.74,5.72,7.45,11,7.17,13.02,3.82,4.72,4.49,2.37,0.53,2.73,14,49,0.28,254,1.89,0.392,0.685,149.1,546.7,18.57,47.2,marron
ESP000984,12.33,7.75,3.95,3.34,2.28,1.59,5.62,9,5.33,9.25,4.73,6.99,1.43,2.44,1.82,0.74,9,54,1.23,21,3.12,0.456,0.75,38.0,38.7,11.91,27.77,marron
ESP000985,24.7,15.0,11.43,9.0,6.41,7.08,10.47,9,2.99,15.38,6.91,4.1,3.81,2.12,0.94,1.52,11,55,0.1,326,2.16,0.424,0.623,220.2,999.4,19.78,50.99,marron
ESP000986,10.19,6.26,4.35,3.91,2.61,2.28,6.07,8,3.12,7.9,5.62,5.16,3.14,1.43,1.29,0.3,10,72,0.78,37,2.34,0.596,0.775,34.6,50.5,7.64,19.63,metalico
ESP000987,10.58,6.64,3.89,3.21,1.83,2.82,5.93,8,3.46,6.48,4.08,5.3,1.05,1.72,1.48,1.43,10,55,1.11,30,2.72,0.56,0.612,32.1,58.0,9.22,22.33,negro
ESP000988,12.1,7.71,5.49,4.41,2.67,3.54,4.75,9,4.05,3.99,5.57,1.0,4.26,1.68,1.14,1.68,7,79,0.1,67,2.2,0.393,0.33,51.8,117.6,9.56,24.61,negro
ESP000989,18.41,12.38,10.02,8.0,5.36,6.13,9.25,11,8.0,12.47,1.87,5.39,4.16,2.27,0.61,2.4,11,48,0.82,229,1.84,0.502,0.677,143.9,565.4,18.67,47.36,negro
ESP000990,12.6,7.22,4.96,4.21,2.95,3.73,7.4,9,5.07,7.06,3.02,1.0,1.42,2.16,1.13,1.3,5,34,0.9,30,2.54,0.587,0.56,48.7,116.6,4.75,14.46,marron
ESP000991,19.42,12.72,9.87,7.45,5.28,7.7,6.9,11,8.67,9.24,3.2,4.36,5.14,2.61,0.2,2.04,12,40,0.86,218,1.97,0.355,0.476,149.5,738.0,17.76,45.39,negro
ESP000992,22.21,14.31,9.56,7.78,5.41,5.74,8.71,11,9.13,13.74,3.17,4.55,4.04,1.75,0.52,2.29,12,71,1.01,273,2.32,0.392,0.619,165.6,609.4,18.08,45.72,metalico
ESP000993,20.41,12.35,8.65,6.45,4.59,6.27,12.31,10,7.13,16.09,2.65,5.55,3.71,1.87,0.2,2.65,15,88,0.59,219,2.36,0.603,0.788,137.7,553.5,18.15,44.95,metalico
ESP000994,14.39,8.21,4.68,3.63,2.34,4.97,6.01,8,6.87,9.39,3.4,1.0,3.2,1.99,1.35,1.46,4,57,0.73,79,3.07,0.418,0.653,52.5,167.4,11.08,26.84,negro
ESP000995,18.65,11.26,9.69,7.73,5.57,8.01,6.76,11,5.49,13.07,1.88,5.57,3.2,2.32,0.92,2.63,15,50,0.95,244,1.92,0.362,0.701,141.0,723.8,17.78,45.25,negro
ESP000996,13.18,8.47,4.3,2.95,2.2,3.11,6.85,10,5.49,9.37,3.44,1.18,3.49,1.39,0.96,1.15,5,67,0.29,53,3.07,0.52,0.711,44.2,88.1,11.48,27.26,metalico
ESP000997,19.77,11.89,9.51,7.38,5.19,5.7,9.14,14,6.71,12.34,2.5,3.75,4.04,2.2,0.46,2.55,13,69,0.34,228,2.08,0.462,0.624,146.6,535.8,14.7,38.91,metalico
ESP000998,20.42,13.5,9.92,8.04,5.28,6.78,10.35,12,8.53,12.42,2.48,5.99,2.81,1.26,0.64,2.85,13,60,0.47,226,2.06,0.507,0.608,158.0,686.7,16.51,42.94,metalico
ESP000999,9.69,5.98,3.25,2.73,1.81,1.12,3.03,8,2.97,8.14,5.22,6.17,3.14,1.65,1.73,1.07,10,42,1.51,13,2.98,0.313,0.84,24.6,17.6,5.54,14.33,marron
ESP001000,10.3,5.96,4.7,3.9,2.56,3.13,5.72,10,6.7,3.29,4.34,1.0,2.49,2.61,1.26,1.65,6,71,0.57,69,2.19,0.555,0.319,37.8,75.8,9.7,24.1,marron
ESP001001,11.7,7.4,5.49,4.35,2.92,5.27,4.22,9,6.65,8.37,3.23,1.43,1.91,1.71,0.53,0.71,8,58,0.56,72,2.13,0.361,0.715,50.1,169.3,11.85,29.19,marron
ESP001002,12.29,7.47,4.55,3.52,2.7,2.57,3.99,6,7.19,11.65,3.13,1.14,3.9,0.98,0.68,0.27,5,49,0.52,46,2.7,0.325,0.948,43.6,71.9,6.26,17.07,rojizo
ESP001003,13.4,8.46,5.39,4.44,3.04,4.14,1.53,8,6.27,6.32,2.22,1.3,1.67,1.71,0.35,1.08,5,28,0.1,84,2.49,0.114,0.472,56.3,149.5,10.55,26.49,marron
ESP001004,9.58,6.28,3.39,2.78,1.87,1.0,2.47,8,4.2,7.38,4.18,7.34,1.97,1.49,1.2,2.2,9,88,1.27,39,2.83,0.258,0.77,25.3,16.2,5.64,14.67,negro
ESP001005,23.68,15.09,11.82,9.39,6.52,8.09,13.64,12,4.51,13.88,6.38,4.44,4.45,1.8,1.04,2.89,13,39,0.46,303,2.0,0.576,0.586,218.3,1132.2,16.12,44.06,metalico
ESP001006,22.65,14.01,10.13,8.21,5.58,7.66,12.3,12,3.24,15.02,6.5,4.68,4.3,1.62,0.65,3.06,9,64,0.47,325,2.24,0.543,0.663,179.0,878.8,16.88,43.89,rojizo
ESP001007,20.33,12.01,10.42,8.49,5.68,7.71,9.94,12,8.31,10.37,3.34,5.51,2.14,2.51,0.94,3.18,14,59,0.84,239,1.95,0.489,0.51,165.2,816.6,13.99,38.4,marron
ESP001008,10.53,7.04,3.34,3.49,1.93,5.07,4.85,10,4.81,7.41,6.19,5.99,2.27,2.35,1.75,0.65,9,43,1.38,20,3.15,0.461,0.704,27.4,89.2,6.37,16.08,negro
ESP001009,8.79,5.58,2.76,2.24,1.83,1.0,5.08,8,5.69,6.66,4.99,4.67,2.67,1.39,1.51,1.22,8,47,0.58,20,3.18,0.578,0.758,18.9,12.1,7.75,18.26,negro
ESP001010,10.04,6.4,3.89,3.48,2.67,1.87,5.94,8,6.41,7.52,5.31,4.69,3.04,1.78,0.94,0.61,9,55,0.38,33,2.58,0.592,0.749,30.5,36.5,8.54,20.97,negro
ESP001011,11.28,7.02,4.47,3.19,2.27,1.9,4.62,8,3.84,4.75,5.16,4.31,2.44,2.46,1.05,1.32,10,25,0.4,22,2.52,0.41,0.421,39.3,47.9,9.41,23.29,negro
ESP001012,13.35,8.03,4.29,3.53,2.35,5.27,4.14,10,6.47,5.93,2.5,1.0,4.13,1.62,0.98,0.32,4,60,0.1,77,3.11,0.31,0.444,44.7,150.9,11.42,27.13,negro
ESP001013,12.29,7.94,5.33,4.48,2.89,3.12,2.92,8,5.8,5.59,3.25,1.0,1.42,1.86,0.61,0.2,5,41,0.58,79,2.31,0.238,0.455,51.1,102.2,10.79,26.91,negro
ESP001014,23.39,14.23,10.6,8.1,5.75,6.61,9.3,11,1.0,13.03,7.28,2.95,4.84,1.25,0.6,3.7,14,80,0.21,313,2.21,0.398,0.557,193.4,819.4,20.82,52.24,negro
ESP001015,11.93,7.3,5.1,3.7,2.55,4.53,3.79,7,4.93,7.39,3.87,1.0,2.11,2.16,1.1,0.89,4,76,0.4,40,2.34,0.318,0.619,47.5,137.8,7.91,20.92,marron
ESP001016,23.42,13.69,10.24,8.4,5.5,7.91,12.47,11,1.28,10.68,6.24,2.85,4.36,1.34,1.25,2.21,10,61,0.28,364,2.29,0.532,0.456,187.1,948.5,18.98,48.2,metalico
ESP001017,9.33,5.78,2.78,2.12,1.41,3.0,2.95,10,3.92,8.34,4.78,5.75,2.21,1.58,1.14,1.87,7,42,0.4,5,3.36,0.316,0.894,20.2,38.9,11.08,24.94,marron
ESP001018,13.6,8.91,4.8,3.85,2.58,3.85,5.55,9,5.46,7.26,2.96,1.86,2.46,0.82,0.43,1.36,5,73,0.49,49,2.83,0.408,0.534,50.9,125.7,7.53,19.86,marron
ESP001019,19.31,12.67,9.8,7.37,5.39,8.12,8.94,11,5.01,10.5,4.47,4.68,4.35,1.73,0.32,2.49,12,19,0.7,245,1.97,0.463,0.544,147.6,768.3,13.28,36.36,negro
ESP001020,19.69,12.34,9.97,7.77,5.27,5.89,9.26,13,6.89,12.3,3.76,3.68,3.01,1.3,0.65,1.84,11,62,0.65,222,1.97,0.47,0.625,153.1,578.1,11.45,32.87,marron
ESP001021,10.97,6.47,3.62,2.91,1.83,4.47,3.73,10,3.2,8.07,6.41,5.96,3.34,2.33,1.05,0.94,11,55,0.8,26,3.03,0.34,0.736,31.0,88.8,7.66,18.94,negro
ESP001022,21.36,12.18,9.34,7.29,5.38,8.12,9.51,11,8.06,12.66,1.04,5.18,3.4,1.82,0.2,2.59,12,49,0.57,250,2.29,0.445,0.593,155.6,810.0,13.24,35.82,rojizo
ESP001023,9.05,5.31,3.64,2.75,1.9,4.44,5.46,9,5.19,5.77,5.12,5.13,2.71,1.75,1.01,1.07,10,58,0.65,9,2.49,0.603,0.638,25.7,73.1,9.3,22.24,negro
ESP001024,24.12,14.61,10.08,7.76,5.44,5.47,11.59,11,2.7,12.03,6.29,4.48,4.61,2.05,1.32,3.06,9,60,0.28,328,2.39,0.481,0.499,189.6,665.0,19.58,49.24,rojizo
ESP001025,11.08,6.85,4.51,3.65,2.54,2.44,3.44,9,5.37,4.7,3.45,1.0,3.32,1.57,0.56,0.41,5,67,0.1,58,2.46,0.31,0.424,39.0,61.0,12.95,30.41,marron
ESP001026,12.39,7.55,5.0,3.74,2.68,3.14,7.83,10,6.12,8.22,4.09,1.4,2.39,1.45,0.96,1.07,7,36,0.65,98,2.48,0.632,0.663,48.3,97.3,7.49,19.98,negro
ESP001027,23.06,14.75,10.54,9.17,5.6,7.19,8.11,9,2.24,14.62,6.06,4.57,4.42,1.58,1.1,2.93,10,63,0.1,331,2.19,0.352,0.634,189.6,873.8,17.33,45.2,metalico
ESP001028,9.94,6.6,4.08,3.13,2.27,3.83,7.16,10,2.85,10.34,5.25,6.67,1.65,1.63,1.12,1.14,9,62,0.72,10,2.44,0.72,1.04,31.6,77.7,7.29,18.66,rojizo
ESP001029,12.49,8.3,4.5,3.81,2.27,3.6,7.34,8,5.49,6.32,3.93,1.72,2.65,1.35,1.18,1.26,6,39,0.73,63,2.78,0.588,0.506,43.8,101.2,9.32,23.14,negro
ESP001030,20.0,12.72,9.56,8.06,5.32,6.2,9.48,9,7.39,11.89,2.92,6.88,2.8,1.27,0.2,2.54,14,39,0.85,239,2.09,0.474,0.594,149.1,592.7,22.01,53.58,marron
ESP001031,10.6,6.43,3.84,3.39,2.27,4.85,4.92,11,3.41,8.39,3.79,6.07,1.88,2.6,1.49,1.6,11,72,1.33,20,2.76,0.464,0.792,31.7,98.7,9.04,21.92,negro
ESP001032,23.56,14.41,10.2,8.02,5.57,7.13,10.61,12,2.91,14.4,7.79,3.48,4.41,0.37,1.03,3.04,10,26,0.54,331,2.31,0.45,0.611,187.4,856.7,17.52,45.24,marron
ESP001033,11.96,7.26,3.81,2.85,2.07,3.66,4.06,8,4.81,5.59,1.93,1.99,2.5,1.19,0.97,0.59,4,41,0.32,70,3.14,0.339,0.467,35.5,83.4,12.72,29.25,negro
ESP001034,9.34,6.0,3.09,2.63,1.75,3.71,4.02,8,6.14,10.11,4.5,4.37,2.62,2.58,1.68,0.2,10,45,1.26,19,3.02,0.43,1.082,22.5,53.5,9.43,21.95,marron
ESP001035,13.07,8.72,5.62,4.24,3.18,1.0,3.65,7,4.98,5.05,2.39,1.59,3.17,1.95,1.05,0.68,6,60,0.91,81,2.33,0.279,0.386,57.3,36.7,8.02,21.66,negro
ESP001036,9.66,6.32,4.91,4.62,2.58,2.02,7.28,9,4.0,8.56,2.24,1.46,1.16,1.29,1.31,1.12,6,62,0.57,79,1.97,0.754,0.886,37.0,47.9,12.13,29.17,negro
ESP001037,19.49,12.21,8.67,6.96,4.53,6.9,7.97,12,7.5,12.8,2.49,3.84,2.89,1.48,0.2,2.45,12,96,0.78,222,2.25,0.409,0.657,131.8,583.0,15.01,38.69,metalico
ESP001038,19.86,12.48,9.34,7.01,5.26,7.55,12.24,13,6.96,9.92,2.39,4.0,5.07,2.26,0.25,2.83,14,46,0.61,215,2.13,0.616,0.499,144.7,700.2,18.51,46.36,marron
ESP001039,11.56,6.95,3.42,3.01,1.64,5.15,5.75,10,1.91,8.98,7.19,4.4,2.71,1.37,1.35,0.98,11,35,1.15,7,3.38,0.497,0.777,30.8,101.8,7.34,18.1,negro
ESP001040,10.05,5.93,3.27,2.71,2.21,4.38,4.84,10,3.69,7.63,2.65,5.66,1.79,1.44,1.2,1.2,8,62,1.47,34,3.07,0.482,0.759,25.6,72.0,7.38,18.03,negro
ESP001041,10.96,6.66,4.36,3.31,2.59,4.8,5.41,9,5.69,4.04,4.08,5.05,3.01,0.91,1.28,0.99,13,44,1.0,19,2.51,0.494,0.369,37.3,114.7,12.99,30.34,negro
ESP001042,12.57,7.38,2.71,2.63,1.5,2.44,1.0,11,6.66,4.48,5.36,6.46,2.31,1.76,1.85,1.07,9,28,1.1,12,4.64,0.08,0.356,26.6,41.6,8.44,19.59,negro
ESP001043,11.98,7.49,3.59,2.33,1.74,4.26,4.94,8,5.67,5.98,4.8,6.44,3.91,1.57,1.54,1.51,9,19,0.51,13,3.34,0.412,0.499,33.5,91.6,6.94,17.47,negro
ESP001044,21.04,12.21,9.21,7.42,5.02,6.85,9.22,13,6.19,14.49,3.29,3.32,4.74,1.72,0.31,2.64,11,70,0.73,227,2.28,0.438,0.689,151.1,663.7,14.32,37.85,marron
ESP001045,12.65,7.44,4.5,3.38,2.15,4.19,2.4,7,5.05,7.74,4.6,1.08,3.21,1.97,0.59,1.27,4,54,1.39,62,2.81,0.19,0.612,44.4,119.3,4.56,13.62,negro
ESP001046,18.73,11.36,9.96,8.66,5.6,6.34,8.05,12,7.28,11.25,4.35,4.07,3.22,2.03,0.66,2.54,12,54,0.32,240,1.88,0.43,0.601,145.5,591.4,13.68,37.32,metalico
ESP001047,21.08,13.54,9.3,7.59,4.78,5.89,8.78,10,6.93,14.55,3.55,6.01,4.35,1.49,0.2,0.96,13,45,0.64,252,2.27,0.417,0.69,152.9,577.3,17.36,44.02,metalico
ESP001048,10.03,6.23,4.03,3.35,2.39,3.35,5.03,9,4.35,10.9,5.63,6.04,1.55,0.8,1.23,0.24,6,17,1.18,5,2.49,0.501,1.087,31.5,67.7,9.8,23.63,rojizo
ESP001049,12.7,7.88,4.5,3.7,2.53,1.73,5.04,9,5.59,5.38,1.85,2.29,2.17,2.33,0.71,1.55,8,63,0.93,66,2.82,0.397,0.424,44.6,49.4,5.03,14.56,negro
ESP001050,20.16,12.39,8.87,6.56,4.75,5.8,11.27,11,7.63,14.27,1.28,4.43,5.19,1.92,0.2,2.22,14,88,0.96,220,2.27,0.559,0.708,139.5,518.6,18.43,45.73,metalico
ESP001051,17.67,11.63,8.63,6.63,4.76,6.88,7.88,12,4.14,10.67,2.32,5.72,3.59,1.86,0.7,2.0,14,77,1.08,228,2.05,0.446,0.604,118.9,524.6,16.0,40.63,metalico
ESP001052,19.99,12.04,9.55,7.9,5.3,3.73,12.18,13,8.99,14.82,3.52,6.13,3.28,2.68,0.56,2.12,13,61,0.37,257,2.09,0.609,0.741,148.9,356.0,15.35,40.25,marron
ESP001053,12.88,8.64,4.78,4.08,2.94,4.17,5.74,7,5.41,8.72,3.64,1.0,2.21,1.63,1.27,0.2,5,67,1.02,20,2.69,0.446,0.677,48.0,128.4,11.28,27.34,marron
ESP001054,10.29,5.94,4.07,3.1,2.43,2.87,4.57,8,5.73,9.81,4.72,6.12,2.76,1.82,1.31,0.98,8,37,1.06,8,2.53,0.444,0.953,32.7,60.1,8.34,20.75,negro
ESP001055,14.47,8.94,3.69,2.34,1.72,4.87,5.72,8,6.1,4.49,4.2,1.0,2.85,1.81,1.04,0.42,5,70,0.85,85,3.92,0.395,0.31,41.6,130.0,13.12,29.93,rojizo
ESP001056,18.86,12.0,9.96,7.72,5.39,6.01,5.6,12,8.51,13.59,1.19,4.37,3.13,1.87,0.26,2.38,13,39,0.84,215,1.89,0.297,0.721,146.5,564.5,12.04,34.04,metalico
