id_prestamo,edad,ingresos_mensuales_eur,ingresos_conyuge_eur,importe_prestamo_eur,plazo_meses,cuota_mensual_eur,ratio_endeudamiento,ratio_cuota_ingreso,antiguedad_empleo_anos,antiguedad_cliente_anos,num_prestamos_previos,num_prestamos_activos,num_impagos_previos,dias_mora_max_historico,score_credito,score_externo,saldo_medio_cuenta_eur,num_productos_contratados,patrimonio_declarado_eur,num_consultas_buro_6m,tasa_interes_pct,gastos_fijos_mensuales_eur,finalidad,tipo_empleo,regimen_vivienda,nivel_estudios,sector_actividad,tiene_avalista,impago
PRE002882,39,2651,1201,13324,24,600,22.6,15.6,7.9,15.8,0,1,0,17,585,568,514,2,0,0,5.4,100,estudios,fijo,propiedad,basico,servicios,no,0
PRE002883,36,2082,284,15377,48,346,16.6,14.6,10.6,21.4,1,1,0,0,549,692,192,0,61545,3,9.0,449,coche,autonomo,hipoteca,medio,publico,no,0
PRE002884,46,1762,1549,16925,55,332,18.8,10.0,3.0,8.3,1,1,0,17,691,886,11675,2,42029,0,5.9,952,consumo,fijo,hipoteca,medio,industria,no,0
PRE002885,58,1692,1626,9256,56,179,10.6,5.4,0.8,12.4,2,2,0,26,676,650,-2000,7,279493,3,7.4,1033,vivienda,autonomo,propiedad,medio,servicios,no,1
PRE002886,67,2102,134,7700,50,166,7.9,7.4,13.5,8.8,2,0,0,0,827,615,3591,5,2856,3,7.9,1181,negocio,funcionario,alquiler,superior,servicios,si,0
PRE002887,58,1291,0,1000,23,47,3.6,3.6,9.5,2.4,1,2,0,48,507,773,-75,1,0,1,12.3,1574,vivienda,fijo,hipoteca,superior,construccion,no,1
PRE002888,31,911,0,23089,53,470,51.5,51.5,4.2,10.2,2,1,0,23,715,766,3548,4,42291,2,10.7,862,consumo,temporal,alquiler,basico,servicios,si,0
PRE002889,52,2822,0,18904,83,246,8.7,8.7,5.8,0.0,3,1,0,9,551,532,3015,3,38385,2,9.3,1312,consumo,temporal,alquiler,superior,construccion,si,0
PRE002890,40,1005,130,3128,57,59,5.9,5.2,14.4,3.2,0,0,0,23,579,412,3139,4,89852,3,2.0,1048,coche,autonomo,alquiler,superior,servicios,si,0
PRE002891,39,3569,1761,14878,47,342,9.6,6.4,1.8,0.0,0,0,0,0,555,496,-801,1,41363,3,5.4,456,consumo,fijo,propiedad,basico,servicios,no,0
PRE002892,52,2496,1583,7530,66,123,4.9,3.0,0.0,2.1,2,3,0,5,848,670,-2000,3,86822,0,10.6,1510,vivienda,fijo,hipoteca,medio,construccion,no,0
PRE002893,36,2292,1685,9997,43,251,10.9,6.3,0.0,0.0,2,0,0,11,680,673,5091,3,46297,3,4.2,1220,coche,temporal,propiedad,basico,publico,no,0
PRE002894,27,1081,1335,1000,48,22,2.0,0.9,6.2,0.0,0,0,0,12,694,749,718,4,0,1,10.3,988,consumo,temporal,propiedad,medio,servicios,no,0
PRE002895,32,2123,1823,4122,67,66,3.1,1.7,7.5,2.2,0,2,0,0,627,681,3192,6,17614,3,5.3,804,consumo,autonomo,hipoteca,medio,servicios,no,0
PRE002896,51,2441,1341,14794,15,1065,43.6,28.2,0.0,2.4,0,0,1,47,557,772,-2000,6,0,0,7.1,182,coche,autonomo,hipoteca,basico,servicios,no,0
PRE002897,25,1992,0,5759,37,168,8.4,8.4,7.8,0.0,2,0,0,16,783,582,4139,3,1505,3,6.2,753,vivienda,fijo,hipoteca,basico,servicios,no,0
PRE002898,37,2036,527,20221,74,295,14.5,11.5,12.0,7.6,3,2,0,3,670,505,669,3,286931,4,10.9,830,consumo,fijo,alquiler,superior,industria,no,1
PRE002899,48,4203,1556,10245,52,213,5.1,3.7,7.6,0.2,0,2,2,52,489,617,-386,5,8235,0,4.8,1109,consumo,autonomo,alquiler,superior,industria,no,0
PRE002900,56,1126,1411,19158,41,505,44.8,19.9,3.8,5.3,1,0,1,0,572,645,1929,4,89170,0,9.2,1659,coche,temporal,alquiler,superior,industria,no,0
PRE002901,40,1438,1022,8319,48,187,13.0,7.6,13.2,6.0,3,3,0,49,757,496,2798,3,70890,4,9.3,599,estudios,autonomo,hipoteca,medio,servicios,no,0
PRE002902,40,739,1220,8695,42,224,30.3,11.4,4.0,0.0,0,2,1,0,628,731,-654,3,61235,3,14.6,880,coche,funcionario,propiedad,medio,servicios,no,1
PRE002903,50,2600,1499,5164,35,159,6.1,3.9,6.7,7.4,1,0,2,0,711,703,3885,3,0,3,14.1,1152,estudios,funcionario,hipoteca,basico,servicios,no,0
PRE002904,41,3580,120,5838,35,180,5.0,4.9,10.6,9.9,0,0,1,0,551,783,3919,6,0,1,12.0,532,vivienda,temporal,hipoteca,medio,industria,no,1
PRE002905,31,1044,147,14088,50,304,29.1,25.5,10.7,0.0,0,1,1,40,767,675,5641,4,182249,2,6.2,253,coche,autonomo,alquiler,medio,servicios,no,0
PRE002906,50,3537,2292,4200,65,70,2.0,1.2,3.2,8.1,3,0,0,19,508,573,403,1,2396,1,4.2,1125,consumo,autonomo,alquiler,basico,publico,no,1
PRE002907,62,3147,2096,27688,18,1661,52.8,31.7,2.6,0.0,3,1,0,48,449,667,1568,2,137070,0,8.5,625,consumo,temporal,propiedad,superior,industria,no,1
PRE002908,48,1304,1336,12216,58,227,17.4,8.6,2.8,10.3,3,0,0,28,612,639,6336,4,218647,0,6.1,100,consumo,funcionario,hipoteca,medio,publico,si,0
PRE002909,39,802,729,4731,42,122,15.2,8.0,6.0,0.0,2,0,0,21,770,635,2599,4,44980,3,11.2,1033,vivienda,fijo,alquiler,medio,servicios,no,0
PRE002910,51,2540,0,36250,41,955,37.6,37.6,5.7,4.2,1,2,0,0,569,722,7020,6,92161,0,12.9,1486,consumo,autonomo,hipoteca,basico,industria,no,0
PRE002911,48,1271,1727,11020,35,340,26.7,11.3,9.6,12.0,0,4,1,0,582,519,4759,2,56109,3,11.5,684,vivienda,funcionario,hipoteca,basico,industria,no,0
PRE002912,33,778,288,8050,56,155,19.9,14.5,0.0,0.0,4,1,0,7,556,561,285,3,36340,0,5.0,821,vivienda,autonomo,alquiler,basico,industria,no,1
PRE002913,29,2646,1252,1000,30,36,1.4,0.9,0.0,0.0,1,0,0,24,470,736,2008,2,149971,4,11.4,924,vivienda,fijo,alquiler,basico,servicios,no,0
PRE002914,27,2517,0,17119,50,370,14.7,14.7,7.0,9.7,1,1,1,0,664,647,4441,3,170800,0,5.6,1036,vivienda,fijo,alquiler,medio,servicios,no,0
PRE002915,46,2089,489,1000,36,30,1.4,1.2,15.4,11.5,0,2,0,0,486,570,2583,4,70830,0,11.2,1581,vivienda,fijo,alquiler,medio,industria,si,0
PRE002916,47,1874,0,11037,36,331,17.7,17.7,0.0,10.3,0,1,0,0,785,678,11399,4,114515,0,11.9,929,coche,temporal,hipoteca,superior,servicios,no,0
PRE002917,49,3038,234,1670,71,25,0.8,0.8,8.6,3.1,0,1,0,22,681,490,3891,2,0,0,4.5,1273,vivienda,fijo,propiedad,medio,servicios,si,0
PRE002918,38,2170,1330,1000,39,28,1.3,0.8,2.3,11.2,1,2,0,7,570,695,3506,3,0,3,6.8,1691,consumo,fijo,alquiler,medio,industria,no,0
PRE002919,34,2232,415,27967,40,755,33.8,28.5,2.9,0.0,0,0,1,44,583,739,2917,2,0,4,8.8,491,consumo,autonomo,propiedad,medio,construccion,si,0
PRE002920,45,2600,881,12270,77,172,6.6,4.9,11.9,1.7,0,0,0,34,702,731,385,4,111303,1,9.6,630,coche,funcionario,alquiler,basico,industria,no,0
PRE002921,35,700,0,17043,19,969,138.2,138.2,9.6,13.7,2,1,1,7,657,498,8207,3,316752,0,9.2,732,consumo,temporal,propiedad,superior,publico,si,1
PRE002922,49,3489,1118,7403,42,190,5.4,4.1,8.5,10.3,1,1,0,41,508,541,3022,2,0,0,9.2,223,coche,temporal,propiedad,medio,servicios,no,1
PRE002923,37,3237,1754,13310,79,182,5.6,3.6,4.6,11.3,2,2,0,0,835,566,-2000,3,59897,0,10.7,896,consumo,funcionario,propiedad,medio,servicios,no,0
PRE002924,49,700,1160,19647,26,816,116.4,43.8,8.5,11.6,1,1,1,0,640,673,-2000,3,76169,3,12.7,1181,vivienda,fijo,alquiler,medio,servicios,no,0
PRE002925,53,2774,2021,1000,97,11,0.4,0.2,2.0,0.9,0,2,1,9,566,614,-2000,4,0,1,8.5,476,vivienda,temporal,hipoteca,medio,industria,no,0
PRE002926,48,3626,1526,10328,59,189,5.2,3.7,10.4,11.7,0,1,0,21,597,693,6556,6,120699,1,11.1,544,coche,fijo,hipoteca,basico,servicios,no,0
PRE002927,27,2631,1223,1000,39,28,1.1,0.7,3.9,1.5,4,0,1,0,598,560,7144,2,0,1,6.1,936,coche,fijo,propiedad,medio,servicios,no,0
PRE002928,41,3719,0,21700,69,340,9.1,9.1,12.5,3.1,3,1,0,34,648,692,1381,6,63902,2,5.4,694,coche,fijo,propiedad,medio,industria,no,1
PRE002929,27,2126,2571,3830,58,71,3.3,1.5,0.0,4.3,2,0,0,15,687,657,-307,2,95994,1,8.4,1193,coche,temporal,hipoteca,basico,servicios,si,0
PRE002930,32,1513,1755,19895,30,716,47.3,21.9,11.5,8.0,4,1,0,43,661,659,-2000,4,68732,4,7.2,613,consumo,funcionario,alquiler,basico,servicios,no,0
PRE002931,48,1452,376,10105,14,780,53.7,42.6,7.3,12.9,3,0,0,8,760,513,3065,3,46580,2,8.2,549,vivienda,fijo,hipoteca,medio,industria,no,0
PRE002932,49,3150,1092,8208,56,158,5.0,3.7,2.7,12.1,0,2,0,12,684,571,3440,5,59602,1,8.2,587,coche,temporal,propiedad,superior,industria,si,0
PRE002933,43,700,1586,29587,68,470,67.0,20.6,7.6,8.5,1,0,0,0,721,456,-545,5,0,2,4.2,963,negocio,fijo,hipoteca,medio,construccion,no,0
PRE002934,52,3053,58,3924,33,128,4.2,4.1,10.7,10.0,2,3,0,23,635,655,6032,2,11955,2,4.8,405,vivienda,temporal,alquiler,basico,servicios,no,0
PRE002935,42,3497,1761,1000,49,22,0.6,0.4,11.1,11.0,0,1,0,22,721,631,5735,3,0,1,3.1,1051,coche,temporal,hipoteca,medio,construccion,no,0
PRE002936,19,3330,0,18716,85,238,7.1,7.1,0.0,12.8,0,0,0,80,719,706,2986,7,52924,2,12.1,752,vivienda,autonomo,hipoteca,superior,industria,no,0
PRE002937,40,2672,1295,12527,62,218,8.2,5.5,0.0,13.7,1,0,1,16,629,632,1049,4,0,2,10.0,868,vivienda,funcionario,alquiler,medio,servicios,no,0
PRE002938,34,2748,601,7899,16,533,19.4,15.9,6.1,10.9,1,2,0,20,673,719,-2000,0,43567,0,10.6,996,coche,fijo,alquiler,medio,servicios,si,0
PRE002939,32,3245,0,9187,47,211,6.5,6.5,12.1,2.1,0,3,0,10,666,669,5383,1,0,1,6.7,1318,vivienda,funcionario,hipoteca,basico,servicios,no,1
PRE002940,46,2551,509,7845,78,109,4.3,3.6,5.0,0.0,0,0,1,0,606,536,3632,0,173795,0,11.0,1386,consumo,autonomo,hipoteca,basico,industria,no,1
PRE002941,31,1568,361,25111,25,1085,69.2,56.2,5.0,14.4,0,2,0,19,694,464,-912,1,15394,3,4.2,378,estudios,fijo,alquiler,superior,servicios,si,1
PRE002942,44,3274,0,1000,57,19,0.6,0.6,1.8,4.2,3,1,1,3,705,744,878,4,164310,2,11.6,646,vivienda,fijo,propiedad,basico,construccion,no,0
PRE002943,53,2311,282,11826,79,162,7.0,6.2,0.1,4.0,1,3,1,34,614,435,4056,8,31203,0,6.1,994,consumo,fijo,alquiler,basico,servicios,no,0
PRE002944,37,1497,0,12184,85,155,10.3,10.3,12.7,7.5,1,0,0,0,593,523,1367,3,53700,3,10.6,1067,vivienda,fijo,alquiler,medio,publico,no,0
PRE002945,39,1392,3377,7026,62,122,8.8,2.6,13.1,0.0,3,2,0,0,767,617,-2000,6,59080,0,7.8,592,coche,fijo,hipoteca,medio,servicios,no,0
PRE002946,42,2396,2244,14063,67,227,9.5,4.9,3.0,12.6,1,2,1,37,593,364,-2000,3,90396,5,3.9,820,vivienda,fijo,alquiler,medio,agrario,si,1
PRE002947,37,3575,86,4147,40,112,3.1,3.1,0.0,2.7,1,2,0,13,588,751,9571,3,131474,0,12.0,1322,consumo,autonomo,hipoteca,medio,industria,no,1
PRE002948,41,2958,0,7117,25,307,10.4,10.4,6.7,10.5,1,2,0,54,727,683,-838,2,0,2,15.5,928,estudios,temporal,alquiler,superior,servicios,no,0
PRE002949,29,3079,0,24740,12,2227,72.3,72.3,0.0,2.6,2,1,1,0,676,611,4447,5,47589,0,6.2,438,coche,fijo,hipoteca,medio,servicios,no,0
PRE002950,52,787,861,15427,25,666,84.5,40.4,2.8,8.8,0,2,1,22,768,710,-2000,6,50789,1,4.8,1353,consumo,temporal,hipoteca,medio,servicios,no,0
PRE002951,52,4008,0,20774,46,488,12.2,12.2,4.5,6.4,1,2,2,0,724,544,8388,1,71516,2,10.2,319,consumo,funcionario,propiedad,medio,agrario,si,0
PRE002952,26,2449,1033,8608,58,160,6.5,4.6,0.5,0.0,2,4,1,1,423,682,6770,2,131648,0,9.9,126,coche,temporal,propiedad,medio,construccion,no,1
PRE002953,62,2485,718,16691,24,751,30.2,23.4,2.2,6.4,0,0,1,18,629,538,5296,3,147904,1,4.8,890,negocio,temporal,hipoteca,superior,servicios,no,0
PRE002954,29,3446,1199,19494,42,501,14.5,10.8,1.1,7.7,0,2,0,51,636,540,7372,6,185805,0,10.3,1113,consumo,autonomo,hipoteca,medio,industria,si,0
PRE002955,26,1747,2568,2674,32,90,5.1,2.1,0.0,1.9,4,2,0,0,622,727,1694,6,0,1,7.5,1670,consumo,fijo,propiedad,medio,industria,si,0
PRE002956,35,2578,1388,15164,41,399,15.5,10.1,0.0,1.4,0,0,1,29,644,602,1968,2,0,2,4.4,566,coche,fijo,propiedad,basico,construccion,no,0
PRE002957,43,2767,896,1852,41,49,1.8,1.3,3.2,1.0,1,2,0,17,504,571,4173,4,102962,3,9.0,439,vivienda,fijo,propiedad,superior,industria,no,0
PRE002958,22,3015,731,7475,32,252,8.4,6.7,0.0,8.8,4,2,0,3,599,773,2109,2,33665,3,5.1,884,consumo,autonomo,hipoteca,medio,agrario,no,0
PRE002959,31,1685,1871,4425,30,159,9.4,4.5,12.4,0.0,3,1,0,19,699,515,3660,4,117354,2,11.2,888,negocio,fijo,alquiler,medio,industria,no,1
PRE002960,28,700,1831,1000,39,28,4.0,1.1,6.7,6.9,2,0,0,0,768,304,974,3,0,2,4.5,1448,vivienda,fijo,alquiler,superior,construccion,no,0
PRE002961,72,2555,1466,1000,60,18,0.7,0.4,4.3,9.4,2,0,2,19,736,622,5215,2,147674,2,10.8,1072,coche,temporal,hipoteca,basico,servicios,no,0
PRE002962,30,3333,0,9425,56,182,5.5,5.5,5.0,2.8,0,1,0,9,513,417,1115,2,65290,0,7.7,557,coche,temporal,hipoteca,medio,agrario,si,1
PRE002963,28,896,601,23703,34,753,83.9,50.3,5.3,5.8,2,1,0,23,762,613,2328,3,114461,1,11.4,604,vivienda,temporal,propiedad,medio,servicios,si,0
PRE002964,46,1503,580,30406,47,699,46.5,33.5,7.7,3.5,2,0,0,0,528,673,4338,3,11191,2,8.9,1407,consumo,temporal,hipoteca,superior,agrario,si,1
PRE002965,37,1785,1460,24040,57,455,25.5,14.0,0.7,2.0,0,2,0,33,743,872,4326,3,78511,0,7.1,1511,negocio,autonomo,propiedad,basico,servicios,no,0
PRE002966,48,3079,1736,18188,57,345,11.2,7.2,2.8,11.9,2,2,0,0,540,716,3901,4,77618,1,7.9,426,negocio,funcionario,hipoteca,medio,publico,no,0
PRE002967,56,2067,587,16903,70,261,12.6,9.8,3.5,2.5,2,0,2,0,670,620,6612,4,150199,1,11.8,1192,negocio,fijo,alquiler,medio,servicios,si,0
PRE002968,44,2092,0,1000,68,16,0.8,0.8,9.0,0.0,1,1,0,2,681,639,-337,1,95050,2,11.3,578,coche,autonomo,alquiler,superior,servicios,no,0
PRE002969,20,2735,529,15105,50,326,11.9,10.0,14.9,12.3,3,0,0,12,735,756,5579,3,20059,1,9.5,100,vivienda,autonomo,hipoteca,medio,publico,no,0
PRE002970,34,1838,853,10751,85,137,7.4,5.1,6.9,7.0,0,2,0,7,654,618,-1192,4,0,3,11.0,269,estudios,autonomo,alquiler,basico,agrario,no,0
PRE002971,47,2369,348,1000,40,27,1.1,1.0,1.4,14.9,0,0,1,3,555,560,8321,5,159961,1,10.2,684,negocio,fijo,propiedad,medio,servicios,no,0
PRE002972,40,2023,889,26814,47,616,30.4,21.1,7.2,12.3,1,0,0,31,725,718,6739,5,58589,0,10.2,469,coche,fijo,propiedad,medio,publico,si,0
PRE002973,18,1858,0,3397,27,136,7.3,7.3,6.8,3.8,2,2,2,15,639,545,1039,7,0,1,7.5,1377,estudios,temporal,hipoteca,basico,construccion,no,0
PRE002974,60,2955,1424,7087,58,132,4.5,3.0,0.8,0.3,2,0,0,16,725,643,4465,3,43669,1,9.6,215,negocio,fijo,alquiler,basico,servicios,no,0
PRE002975,29,2235,1919,14722,55,289,12.9,7.0,7.9,2.2,0,0,0,0,709,595,6423,5,10289,2,2.0,758,vivienda,temporal,propiedad,medio,construccion,no,0
PRE002976,49,3780,1905,13002,43,327,8.6,5.8,0.0,4.7,1,3,1,0,633,649,2185,4,192054,0,4.4,948,consumo,fijo,hipoteca,superior,publico,si,0
PRE002977,56,2317,0,4562,43,115,5.0,5.0,11.3,10.1,1,0,0,20,792,752,516,3,51875,0,10.5,601,coche,autonomo,propiedad,superior,industria,no,0
PRE002978,27,2086,448,24730,69,387,18.5,15.3,5.4,0.0,1,2,0,14,603,489,1868,3,99158,1,11.2,1492,coche,autonomo,alquiler,superior,servicios,no,0
PRE002979,39,938,1542,1000,41,26,2.8,1.0,3.1,9.2,1,2,1,0,583,654,699,3,0,2,9.1,1107,consumo,fijo,hipoteca,basico,industria,no,0
PRE002980,53,839,2177,6732,65,112,13.3,3.7,2.1,25.6,0,3,1,0,646,529,2792,1,28550,2,10.9,100,consumo,fijo,alquiler,basico,servicios,si,0
PRE002981,44,3908,708,15448,17,981,25.1,21.2,4.8,10.8,1,0,0,0,643,630,4697,7,0,0,7.0,1545,consumo,autonomo,alquiler,medio,agrario,no,0
PRE002982,48,2571,417,1000,49,22,0.9,0.7,4.5,0.1,1,0,0,24,575,629,1539,5,0,1,5.8,1141,consumo,fijo,alquiler,medio,construccion,si,1
PRE002983,51,2166,870,1000,49,22,1.0,0.7,6.6,12.4,1,2,1,4,632,613,10509,1,113533,2,7.2,919,vivienda,funcionario,alquiler,medio,construccion,no,0
PRE002984,51,2163,2645,7030,34,223,10.3,4.6,5.6,0.0,0,0,0,17,740,577,3168,2,0,1,6.4,863,vivienda,autonomo,propiedad,medio,servicios,si,0
PRE002985,35,2519,0,9396,83,122,4.8,4.8,15.1,6.9,0,0,2,11,774,437,5888,3,0,0,10.2,100,consumo,fijo,hipoteca,superior,industria,no,0
PRE002986,41,2319,446,1523,36,46,2.0,1.7,0.0,13.2,2,0,0,2,485,571,5489,5,104101,0,11.4,761,negocio,temporal,alquiler,medio,agrario,no,0
PRE002987,56,2695,333,18409,34,585,21.7,19.3,5.8,2.5,0,0,1,0,583,664,4469,5,3747,1,8.7,1262,consumo,fijo,alquiler,superior,servicios,no,0
PRE002988,34,789,1432,11229,59,206,26.1,9.3,14.6,0.0,1,3,1,0,699,622,2318,3,125086,0,13.9,1153,vivienda,fijo,alquiler,medio,servicios,no,0
PRE002989,18,2836,58,33564,45,806,28.4,27.8,4.5,5.7,3,1,2,11,659,583,11504,3,112044,0,10.1,259,estudios,fijo,propiedad,basico,servicios,no,0
PRE002990,23,762,0,22628,30,815,106.8,106.8,1.4,8.2,0,1,0,13,603,633,2470,6,100172,2,7.1,1699,vivienda,fijo,propiedad,basico,servicios,no,0
PRE002991,48,1732,1375,8781,25,379,21.9,12.2,3.2,6.6,1,0,0,11,672,487,5997,4,0,2,5.9,917,vivienda,fijo,hipoteca,medio,servicios,no,0
PRE002992,32,2015,0,8654,58,161,8.0,8.0,9.5,2.6,0,0,0,43,607,588,7137,3,18669,1,10.1,1103,coche,autonomo,alquiler,basico,agrario,no,0
PRE002993,39,1657,1175,10826,49,239,14.4,8.4,3.5,7.4,4,1,0,20,673,526,7891,7,67979,0,7.1,1050,consumo,fijo,propiedad,basico,construccion,no,0
PRE002994,33,1860,1350,14302,62,249,13.4,7.8,10.5,16.0,0,2,0,7,726,521,1344,5,0,1,12.1,235,coche,fijo,hipoteca,basico,industria,si,0
PRE002995,55,1526,152,14002,37,409,26.8,24.4,14.7,10.2,2,1,0,1,771,735,3836,3,97025,3,11.7,1291,consumo,fijo,hipoteca,medio,industria,no,0
PRE002996,28,3188,907,19208,44,471,14.8,11.5,7.8,1.1,0,4,0,9,475,815,9192,4,85354,2,11.7,914,consumo,temporal,alquiler,medio,servicios,no,0
PRE002997,43,1951,1268,12579,76,179,9.2,5.6,11.0,10.9,1,0,0,46,558,678,364,4,38485,2,13.7,100,coche,fijo,alquiler,medio,servicios,no,0
PRE002998,51,2068,128,19033,38,541,26.1,24.6,9.2,11.2,2,2,0,13,596,463,5754,0,194795,2,14.0,1136,negocio,fijo,alquiler,superior,publico,no,1
PRE002999,42,2854,0,14857,78,206,7.2,7.2,3.3,8.0,2,1,0,49,707,510,2295,1,57328,3,3.8,618,consumo,fijo,alquiler,superior,servicios,si,0
PRE003000,18,3666,2288,1000,47,23,0.6,0.4,4.4,6.9,0,2,0,28,571,753,2485,1,100602,2,9.0,1610,consumo,autonomo,alquiler,basico,publico,si,1
PRE003001,42,2218,1895,1000,44,25,1.1,0.6,1.0,12.8,0,3,1,0,701,768,5250,3,27817,5,8.1,1121,consumo,temporal,propiedad,basico,servicios,no,0
PRE003002,60,2272,1240,1000,33,33,1.5,0.9,4.2,1.3,0,0,1,18,697,696,6459,2,15250,4,6.5,992,estudios,temporal,hipoteca,superior,servicios,no,1
PRE003003,34,1572,0,14007,75,202,12.8,12.8,0.2,16.5,1,1,0,24,757,553,2590,3,29392,0,7.9,1251,consumo,autonomo,propiedad,basico,construccion,no,0
PRE003004,48,2840,745,12842,44,315,11.1,8.8,10.8,4.7,0,1,0,4,584,426,2272,0,73542,3,11.2,100,estudios,fijo,hipoteca,medio,servicios,no,0
PRE003005,29,2617,0,15766,55,310,11.8,11.8,7.6,12.0,3,3,0,25,608,675,3429,2,88260,2,9.9,617,estudios,temporal,hipoteca,superior,construccion,no,0
PRE003006,35,769,1521,17719,56,342,44.4,14.9,5.8,7.0,0,1,2,44,598,582,3858,1,169257,3,4.3,808,estudios,autonomo,propiedad,superior,agrario,no,1
PRE003007,44,2518,1979,10988,79,150,6.0,3.3,4.6,8.0,0,2,0,0,779,787,5942,3,127000,0,12.4,1331,negocio,fijo,propiedad,medio,agrario,no,0
PRE003008,39,3805,1434,20194,53,412,10.8,7.9,10.4,11.2,1,0,0,22,601,752,4693,5,77199,0,6.4,1822,vivienda,fijo,alquiler,medio,publico,no,0
PRE003009,51,2585,0,8639,53,176,6.8,6.8,9.4,6.8,2,0,0,0,545,513,823,2,101687,3,6.6,676,consumo,funcionario,hipoteca,medio,publico,no,0
PRE003010,18,2973,1519,11781,20,636,21.4,14.2,11.9,12.1,3,0,1,15,623,538,-2000,6,113321,3,7.1,1733,negocio,fijo,hipoteca,medio,construccion,no,0
PRE003011,53,2146,0,33480,21,1722,80.2,80.2,1.8,8.7,0,1,0,17,700,710,8397,1,90807,1,6.4,172,coche,autonomo,hipoteca,medio,agrario,si,0
PRE003012,22,1835,2397,11682,34,371,20.2,8.8,0.0,5.1,2,1,0,9,656,601,-806,1,88918,0,7.7,1083,coche,fijo,hipoteca,basico,servicios,no,0
PRE003013,52,3082,205,25280,56,488,15.8,14.8,3.4,0.4,0,1,0,0,747,631,6051,0,81574,2,4.9,2113,consumo,autonomo,hipoteca,basico,industria,no,0
PRE003014,36,1199,1879,5437,37,159,13.2,5.2,7.3,3.6,3,2,0,0,664,622,4971,4,0,5,5.7,294,coche,funcionario,propiedad,basico,publico,si,1
PRE003015,63,2974,1676,4523,46,106,3.6,2.3,12.8,4.0,0,0,0,26,599,323,-2000,5,213775,2,7.3,974,coche,funcionario,propiedad,basico,servicios,si,0
PRE003016,52,1860,0,29265,50,632,34.0,34.0,16.5,4.2,3,0,0,35,615,660,27,0,135549,2,9.0,1542,estudios,temporal,alquiler,superior,publico,no,1
PRE003017,35,1437,235,17940,32,605,42.1,36.2,1.6,0.0,0,3,0,38,556,698,1022,2,171873,2,10.9,760,consumo,fijo,alquiler,basico,servicios,no,0
PRE003018,44,2756,407,18188,17,1155,41.9,36.5,3.5,12.6,1,2,0,7,740,746,2849,3,237831,3,5.8,1052,negocio,temporal,propiedad,basico,agrario,si,0
PRE003019,49,2105,577,22241,69,348,16.5,13.0,11.2,8.8,3,1,1,45,688,648,7859,4,29005,3,10.2,937,coche,autonomo,propiedad,medio,servicios,no,0
PRE003020,37,1696,2450,19270,50,416,24.5,10.0,14.3,6.2,1,2,2,34,593,980,1888,4,78835,0,10.8,1261,consumo,temporal,hipoteca,medio,agrario,no,1
PRE003021,53,2102,935,23582,62,411,19.5,13.5,5.1,5.1,2,0,0,16,597,408,3028,3,50889,1,6.1,844,coche,autonomo,hipoteca,medio,construccion,no,0
PRE003022,28,1172,329,12022,35,371,31.6,24.7,4.0,16.0,1,1,0,0,795,679,8814,5,111000,2,3.2,1245,coche,fijo,propiedad,medio,industria,no,0
PRE003023,32,1906,444,18778,71,286,15.0,12.2,0.0,2.9,2,1,0,0,777,836,4173,0,156858,1,8.9,501,coche,funcionario,propiedad,medio,servicios,no,0
PRE003024,24,3181,527,17466,50,377,11.8,10.2,12.3,12.1,0,1,0,0,523,468,1810,2,1339,2,13.0,1393,consumo,fijo,alquiler,medio,industria,no,1
PRE003025,44,1159,373,10802,65,179,15.4,11.7,3.2,7.2,0,1,0,0,455,475,263,0,144854,0,13.3,1022,vivienda,fijo,alquiler,superior,servicios,no,1
PRE003026,58,2864,0,11274,75,162,5.7,5.7,6.1,6.1,1,1,2,0,727,586,-2000,1,0,2,7.9,1377,consumo,fijo,alquiler,medio,servicios,no,0
PRE003027,63,2892,2589,1000,52,21,0.7,0.4,0.0,9.0,2,0,1,11,645,452,4734,4,203587,3,7.1,585,consumo,fijo,alquiler,medio,construccion,no,1
PRE003028,59,1505,731,1682,42,43,2.9,1.9,8.9,3.1,3,1,0,2,568,477,5566,0,124955,3,7.2,953,coche,fijo,propiedad,superior,publico,no,0
PRE003029,19,3893,1844,1000,36,30,0.8,0.5,10.1,10.1,0,0,0,0,619,602,1063,6,87474,0,8.9,1506,negocio,fijo,hipoteca,medio,publico,no,0
PRE003030,67,2535,1726,18086,65,301,11.9,7.1,6.8,6.3,2,2,0,0,489,609,5557,2,76948,0,10.3,390,vivienda,autonomo,alquiler,basico,publico,si,0
PRE003031,25,2110,1419,12066,62,210,9.9,5.9,0.7,6.8,2,1,1,0,641,454,5139,1,169548,4,7.8,1301,coche,fijo,alquiler,basico,servicios,si,1
PRE003032,29,1733,1810,23900,26,993,57.3,28.0,13.5,0.0,2,0,0,15,553,635,1804,4,24984,3,11.0,1066,negocio,temporal,alquiler,basico,servicios,no,0
PRE003033,47,1997,1340,1695,56,33,1.7,1.0,0.0,0.0,2,1,0,7,516,588,1708,7,99379,3,9.1,1588,consumo,temporal,alquiler,medio,construccion,no,0
PRE003034,55,2015,505,37785,64,638,31.6,25.3,4.0,3.0,0,2,1,9,743,469,8785,5,128609,1,11.3,640,vivienda,temporal,alquiler,basico,servicios,no,0
PRE003035,61,2802,66,23617,20,1275,45.5,44.4,0.0,4.9,2,0,0,0,482,570,1790,0,0,2,8.6,1231,negocio,temporal,alquiler,medio,agrario,no,1
