id_parcela,ph_suelo,materia_organica_pct,carbono_organico_pct,nitrogeno_ppm,fosforo_ppm,potasio_ppm,calcio_ppm,magnesio_ppm,azufre_ppm,conductividad_electrica,cic,caliza_activa_pct,arcilla_pct,arena_pct,limo_pct,humedad_suelo_pct,capacidad_campo_pct,profundidad_suelo_cm,pendiente_pct,altitud_m,precipitacion_anual_mm,temp_media_c,temp_min_invierno_c,temp_max_verano_c,radiacion_anual,evapotranspiracion_mm,indice_aridez,orientacion,tipo_suelo
PAR000633,6.8,2.3,0.78,12,27,145,726,346,12.4,1.99,19.8,6.7,19.6,16.6,46.3,14.7,52.2,24,15.2,419,419,15.1,0.9,41.7,1650,1196,0.31,O,franco
PAR000634,5.8,4.1,1.27,30,29,179,1416,228,12.9,1.12,15.2,2.8,32.2,35.1,5.0,23.1,19.0,133,0.0,0,347,18.9,1.3,30.8,1355,718,0.62,O,arenoso
PAR000635,9.0,1.2,2.37,14,24,110,1664,167,29.4,1.98,17.8,23.2,50.2,5.0,12.7,5.0,29.9,15,25.6,72,303,19.1,-8.6,32.4,1453,1132,0.17,O,calcareo
PAR000636,8.8,0.4,2.24,18,12,71,2451,177,28.2,1.52,22.5,21.3,35.4,36.5,24.8,5.0,41.4,15,15.8,0,430,20.9,0.6,31.3,1592,1184,0.18,S,arenoso
PAR000637,6.4,4.8,0.82,44,23,239,2259,385,26.9,0.35,26.0,1.8,22.3,47.0,24.2,37.6,49.9,91,4.9,756,904,13.4,6.4,28.4,2200,695,0.84,E,franco
PAR000638,7.4,1.7,0.91,6,11,131,1013,171,25.6,0.59,25.0,14.7,33.7,52.8,44.1,18.4,36.0,72,22.9,355,442,17.9,2.5,37.4,1719,1137,0.15,E,arenoso
PAR000639,4.9,3.3,2.01,38,32,208,1070,211,11.7,0.31,21.5,1.5,16.7,35.3,5.0,22.4,26.2,97,20.2,0,721,17.3,2.9,24.5,1789,885,0.65,O,arcilloso
PAR000640,5.4,4.3,1.77,27,32,191,1237,247,7.3,0.84,19.1,13.5,45.1,15.9,5.0,24.0,29.4,78,0.0,53,609,18.5,4.8,29.7,1509,835,1.04,O,arcilloso
PAR000641,8.4,1.7,1.41,12,8,100,1238,212,30.6,1.67,26.3,17.6,37.6,27.6,41.2,13.4,39.9,42,16.7,424,541,20.0,2.9,28.7,1749,1165,0.45,S,calcareo
PAR000642,7.5,1.1,2.6,12,2,126,1733,118,31.3,1.54,19.7,11.9,28.3,28.3,21.6,10.4,36.1,15,25.9,339,150,19.8,-0.8,31.0,1813,1086,0.1,E,arcilloso
PAR000643,7.7,0.3,1.08,14,7,92,1163,284,19.7,1.87,9.9,21.1,35.9,33.4,26.1,14.9,33.3,51,23.4,69,225,16.2,4.6,29.1,1277,1196,0.13,O,franco
PAR000644,8.2,1.3,1.81,11,17,40,1251,143,19.0,1.96,27.4,16.4,38.7,27.2,22.5,23.6,37.4,21,28.9,163,301,18.6,-0.8,34.7,1525,1303,0.31,N,arcilloso
PAR000645,8.8,0.6,2.06,9,16,82,587,290,23.4,2.9,13.8,16.0,44.0,10.6,16.4,12.9,41.1,15,29.7,549,418,21.6,0.4,30.3,1688,1197,0.31,E,franco
PAR000646,8.3,1.4,1.68,12,18,100,1593,121,21.2,2.05,23.7,13.6,33.4,29.0,41.2,7.2,44.5,40,2.8,920,348,16.3,2.9,39.1,1817,949,0.5,S,arcilloso
PAR000647,6.1,4.7,1.78,60,39,238,2679,439,16.3,1.16,20.2,7.9,3.0,79.7,37.7,21.6,45.0,120,0.0,911,922,10.7,7.8,37.8,2106,1072,1.1,S,franco
PAR000648,8.7,0.5,2.53,12,2,111,480,143,14.2,1.81,15.1,19.1,54.3,15.9,16.6,5.0,43.4,21,31.5,572,410,21.7,4.9,32.3,1589,1021,0.2,O,arcilloso
PAR000649,7.6,3.1,2.46,11,14,40,840,168,25.2,2.31,21.5,14.9,41.1,13.8,24.2,18.6,42.5,19,11.2,388,484,17.0,4.5,31.6,1651,1187,0.13,E,arenoso
PAR000650,8.4,0.9,2.16,2,15,89,1038,121,19.4,2.33,35.2,12.4,28.5,14.5,14.5,5.0,44.6,19,16.9,37,560,24.5,0.7,33.4,1568,1185,0.1,S,franco
PAR000651,5.9,3.8,1.03,47,35,348,2470,304,5.9,0.1,15.8,0.2,20.8,56.1,39.3,31.3,33.8,89,0.0,641,898,11.9,6.0,33.9,2060,704,1.09,N,franco
PAR000652,8.2,1.6,1.75,6,11,98,1251,104,20.1,1.62,22.1,10.8,15.3,46.4,36.7,26.8,53.8,48,10.9,227,150,16.5,4.2,35.3,1804,1178,0.21,S,calcareo
PAR000653,8.6,0.6,2.26,9,5,149,978,209,27.2,1.69,22.7,12.7,37.6,26.8,15.6,6.5,35.7,31,19.8,486,532,17.3,3.5,24.1,1506,1230,0.1,E,arcilloso
PAR000654,5.3,3.5,0.97,27,46,174,1633,251,10.8,0.51,8.5,0.2,41.2,24.7,5.0,26.5,23.7,115,0.0,334,855,20.4,1.7,34.9,1353,981,1.28,N,franco
PAR000655,5.8,3.2,2.0,24,33,228,382,387,8.5,1.12,21.3,5.1,14.4,47.8,5.0,41.0,27.7,55,0.7,66,639,16.7,5.8,32.1,1526,843,0.73,E,franco
PAR000656,4.9,3.4,1.75,39,22,188,990,132,7.0,0.1,20.0,4.5,17.1,31.1,5.0,37.7,25.8,104,3.3,106,907,21.4,2.4,25.8,1599,505,0.87,S,franco
PAR000657,8.4,1.4,1.23,2,19,86,1147,199,24.9,1.23,25.5,26.3,36.2,33.2,9.3,10.9,25.8,32,17.7,468,371,20.8,0.6,34.2,1544,1058,0.1,S,calcareo
PAR000658,5.8,2.7,1.81,15,34,226,613,266,19.3,1.18,15.6,9.4,40.0,27.5,5.0,24.9,13.7,150,3.3,536,874,16.1,-3.1,25.0,1469,970,1.14,O,franco
PAR000659,7.5,2.3,1.42,14,10,177,808,101,18.4,1.45,28.5,16.0,30.3,32.3,51.6,19.4,51.3,46,18.3,543,513,18.6,1.9,39.5,1774,964,0.37,N,calcareo
PAR000660,9.0,1.4,1.98,14,2,68,300,88,26.6,2.37,24.2,17.7,32.9,5.0,11.8,17.8,35.1,39,26.2,309,150,20.8,5.6,28.6,1624,1222,0.1,E,arcilloso
PAR000661,5.9,4.0,0.81,36,40,296,3080,354,16.1,1.53,29.3,7.6,11.4,80.7,29.7,36.4,44.2,93,13.6,1273,828,12.3,11.8,35.4,2081,564,0.75,S,franco
PAR000662,7.1,2.1,1.22,5,2,165,806,189,20.6,1.74,19.2,6.7,20.9,46.1,40.9,5.0,49.1,55,12.7,460,771,18.0,4.5,41.1,2200,991,0.28,O,calcareo
PAR000663,5.6,3.7,2.02,33,25,324,1082,142,3.9,0.1,17.8,0.0,34.6,30.1,5.0,41.1,23.6,69,0.0,313,723,18.2,-1.8,34.8,1250,895,1.03,E,calcareo
PAR000664,9.0,0.3,1.26,9,17,69,654,40,34.2,1.94,17.6,8.7,54.1,34.1,33.2,18.9,39.2,32,17.0,0,599,18.9,0.6,31.4,1497,938,0.17,E,arenoso
PAR000665,6.8,1.0,1.72,30,19,122,1217,177,25.0,1.59,21.6,9.7,27.3,37.9,36.0,17.1,46.9,88,15.8,743,604,15.9,5.3,35.6,2129,926,0.1,O,franco
PAR000666,5.9,4.1,2.62,33,32,277,300,251,12.4,0.74,11.4,1.3,33.0,19.9,5.0,27.5,28.5,112,0.6,580,828,16.6,5.0,34.3,1545,723,1.13,O,arcilloso
PAR000667,5.2,2.7,1.99,32,30,215,468,188,23.6,0.1,20.1,8.4,37.8,28.3,5.0,34.8,20.9,87,7.2,768,774,17.2,3.9,29.6,1456,938,1.09,E,calcareo
PAR000668,6.6,3.9,1.4,26,39,182,300,244,14.3,0.58,18.2,14.3,32.7,62.3,10.8,32.1,21.4,81,3.7,430,697,14.8,5.8,32.4,1247,864,0.92,S,franco
PAR000669,8.6,0.9,2.63,2,6,168,1170,141,22.7,1.83,23.7,17.0,40.3,12.4,20.9,5.0,48.6,54,30.6,268,279,19.7,0.6,28.3,1758,1055,0.13,S,arenoso
PAR000670,6.6,1.6,0.98,10,19,82,1526,100,10.5,1.46,17.2,8.7,32.0,21.1,37.9,7.1,45.2,48,16.3,804,364,20.7,3.0,39.8,1746,959,0.5,O,franco
PAR000671,7.1,1.7,2.35,18,15,115,1151,40,30.2,1.29,18.4,21.6,31.5,27.4,42.0,15.8,42.5,46,14.0,412,476,14.1,4.4,35.4,2116,928,0.26,E,arenoso
PAR000672,8.0,0.8,2.64,11,21,127,300,157,20.8,2.46,12.9,17.9,38.7,27.3,23.0,16.3,40.6,15,5.1,440,267,21.5,-5.9,33.4,1488,1164,0.1,S,calcareo
PAR000673,4.8,4.7,1.21,30,40,255,2989,303,16.0,0.95,21.9,1.8,14.0,70.6,35.2,43.2,43.6,149,0.0,649,1043,10.1,8.5,35.9,1837,925,0.86,E,arcilloso
PAR000674,9.0,0.3,2.49,13,2,69,1582,100,24.4,1.07,14.5,18.5,29.1,5.0,23.1,5.8,37.4,58,27.5,19,489,20.4,2.4,32.4,1448,1289,0.41,S,arcilloso
PAR000675,6.9,2.1,2.05,7,8,129,877,139,24.4,1.29,18.5,11.9,18.9,5.0,35.7,24.2,44.9,64,15.2,406,355,18.5,1.2,41.1,1715,843,0.54,O,arenoso
PAR000676,8.3,0.3,2.04,15,4,66,1190,163,30.1,1.67,17.2,25.2,29.1,11.8,24.0,17.1,33.3,65,29.5,127,363,20.7,-9.3,28.2,1612,955,0.47,E,franco
PAR000677,9.0,1.1,1.47,12,7,114,1156,101,16.4,2.57,20.4,9.4,34.7,21.7,6.4,5.0,47.1,20,20.3,262,486,21.4,-1.1,33.8,1680,1129,0.21,N,arcilloso
PAR000678,4.9,4.2,0.3,34,40,245,2300,315,15.3,0.84,18.1,13.7,17.8,60.7,16.5,33.5,48.7,81,0.0,655,772,8.8,6.5,34.0,1745,722,0.83,S,arenoso
PAR000679,6.4,3.7,1.11,33,35,218,1925,220,19.1,0.19,35.1,0.0,18.4,46.0,21.0,26.2,45.8,104,4.5,1163,679,8.3,8.4,38.6,2026,628,1.33,S,franco
PAR000680,6.9,5.2,1.1,34,42,308,2962,459,24.5,0.84,20.6,1.2,27.8,51.3,28.3,26.7,38.4,135,0.0,1305,961,15.6,4.1,32.6,1509,921,1.2,S,arcilloso
PAR000681,7.2,0.4,2.29,12,6,50,1404,220,24.1,1.89,19.3,22.7,44.9,19.1,23.2,10.2,35.5,43,27.0,204,153,16.2,-1.9,33.5,1397,1108,0.37,N,arcilloso
PAR000682,8.2,1.1,2.56,11,7,58,1289,280,29.2,2.29,17.9,13.5,29.2,37.5,18.4,14.3,29.7,51,19.2,210,376,19.7,3.0,30.7,1649,1360,0.1,N,arenoso
PAR000683,5.1,4.8,0.65,53,22,316,2344,389,20.4,1.07,20.1,6.3,14.8,58.5,33.9,29.7,45.7,106,7.2,656,771,9.1,11.2,34.6,1846,870,0.83,S,arenoso
PAR000684,6.0,4.1,1.2,38,30,163,357,231,9.1,0.11,18.1,0.0,36.8,33.4,5.0,38.1,25.3,99,7.8,418,718,17.8,9.4,31.5,1483,709,1.15,O,franco
PAR000685,6.5,2.0,1.58,13,13,60,1964,102,23.7,0.95,19.2,7.2,22.6,31.6,48.4,5.0,55.0,67,24.3,818,271,16.2,6.3,40.4,1960,1054,0.44,N,calcareo
PAR000686,7.2,4.7,0.35,38,39,271,2683,343,15.6,0.3,21.3,7.0,15.8,61.6,25.6,32.8,47.9,98,8.6,885,670,10.6,11.4,31.1,1887,758,1.29,O,arenoso
PAR000687,5.7,3.9,2.0,29,35,221,1077,264,24.1,0.29,10.5,3.1,24.8,31.6,5.0,31.6,24.1,76,7.3,13,694,18.1,1.1,28.4,1267,696,0.83,O,franco
PAR000688,5.9,3.1,0.77,35,25,243,1863,485,19.1,0.1,31.9,1.7,9.9,57.1,30.9,35.8,37.6,118,5.3,670,735,9.7,7.2,34.3,1829,692,1.35,S,arenoso
PAR000689,9.0,0.8,2.31,8,2,121,1310,75,24.2,2.04,21.0,19.6,30.3,33.0,30.8,11.4,33.8,34,13.5,373,150,20.6,2.5,34.2,1604,977,0.22,E,arenoso
PAR000690,5.3,3.1,1.42,40,23,238,712,227,13.0,0.1,16.8,1.1,48.6,34.2,5.0,33.7,32.8,80,0.0,414,639,18.0,3.9,23.5,1456,705,0.77,N,arenoso
PAR000691,5.3,5.7,1.18,36,31,211,2861,340,17.1,0.6,25.9,3.6,27.0,84.4,21.9,27.4,39.4,92,0.0,1143,1073,12.4,8.0,40.9,2119,567,1.14,N,arenoso
PAR000692,7.1,0.5,1.72,16,19,112,501,85,23.0,2.08,16.9,17.9,21.4,42.3,40.3,12.9,46.0,67,16.2,611,356,20.1,4.9,38.4,1790,1162,0.48,S,arcilloso
PAR000693,4.9,4.0,2.44,33,27,234,300,299,2.0,0.64,3.0,4.8,4.1,52.4,8.4,34.6,16.6,133,0.0,0,975,21.2,9.1,31.8,1513,825,0.81,O,calcareo
PAR000694,5.0,3.0,1.41,32,38,240,300,224,11.8,1.83,14.5,3.5,28.6,17.5,5.0,33.8,33.0,63,6.5,172,667,14.9,4.4,30.9,1305,1087,0.62,O,arenoso
PAR000695,6.6,3.6,1.24,37,34,199,2742,225,15.2,1.03,9.5,4.1,12.5,70.4,34.0,29.6,46.9,119,0.0,1053,643,13.1,10.0,33.6,1967,1078,0.79,N,franco
PAR000696,7.2,1.1,1.42,10,15,114,300,209,12.3,1.65,22.1,4.3,23.9,58.2,36.3,13.4,35.1,67,7.8,267,422,18.5,6.8,39.3,2039,1193,0.29,E,calcareo
PAR000697,7.0,4.9,0.67,28,40,174,1896,475,23.0,0.71,21.7,0.0,8.9,63.1,34.8,29.8,50.7,101,2.1,504,950,11.6,7.5,37.9,2110,847,0.97,O,franco
PAR000698,5.8,3.2,1.4,35,28,251,2932,241,14.5,0.6,22.9,0.2,28.2,80.5,24.2,34.3,41.9,91,0.0,830,1201,12.9,7.6,30.3,1970,864,1.1,N,calcareo
PAR000699,4.9,3.2,2.0,36,22,271,388,141,2.0,1.05,15.9,0.0,30.7,60.0,5.0,21.7,23.5,117,0.0,355,734,15.3,0.5,26.6,1339,806,1.27,E,franco
PAR000700,4.4,3.9,2.84,42,30,234,300,218,13.1,0.1,17.5,0.0,15.8,40.7,5.0,21.4,33.8,112,0.0,237,761,16.8,3.0,32.0,1576,824,1.04,E,arcilloso
PAR000701,5.3,2.6,1.87,45,42,216,831,227,17.2,0.43,28.7,0.0,25.0,21.1,5.0,21.9,26.7,61,2.9,544,830,18.4,-0.7,28.8,1679,1054,0.66,E,franco
PAR000702,7.5,2.1,1.43,13,11,80,707,73,21.8,1.68,11.3,17.5,13.8,21.3,35.1,8.7,53.2,55,17.8,816,318,18.4,0.4,40.0,1859,1185,0.56,S,franco
PAR000703,7.7,3.2,1.49,20,9,180,1089,176,24.7,0.79,27.1,10.6,26.9,32.5,37.3,13.6,36.1,92,23.1,700,605,18.9,1.3,35.1,1642,1032,0.62,O,arenoso
PAR000704,4.4,2.6,1.94,33,29,229,300,220,2.0,0.1,10.9,0.0,39.1,5.0,5.0,37.1,28.3,55,1.0,0,617,21.4,6.6,27.2,1438,891,0.86,E,franco
PAR000705,8.3,1.5,2.51,2,15,47,1757,291,25.4,2.65,15.9,21.1,39.5,49.8,22.7,7.5,33.2,15,13.1,0,154,20.4,-3.6,31.7,1792,995,0.77,S,arcilloso
PAR000706,7.9,0.3,1.53,32,22,91,762,114,16.3,1.44,26.1,7.4,26.7,42.9,24.4,11.5,45.6,58,23.4,268,554,19.7,3.2,41.1,1743,859,0.39,O,calcareo
PAR000707,6.7,1.6,1.98,2,13,155,1357,94,15.5,1.28,28.4,12.3,23.0,21.6,19.5,25.6,49.8,29,19.0,520,393,18.4,3.9,34.2,1984,1131,0.16,S,franco
PAR000708,9.0,1.0,2.65,10,3,114,1260,116,29.3,2.16,16.4,18.8,27.5,21.4,35.1,5.0,40.1,30,27.1,110,418,16.4,4.2,28.6,1588,994,0.49,S,franco
PAR000709,6.8,5.4,1.7,39,22,279,476,185,10.4,0.85,15.0,14.5,23.0,43.3,5.0,35.9,34.8,86,0.0,315,781,17.3,8.6,31.9,1451,717,0.8,N,calcareo
PAR000710,6.1,5.5,1.89,29,36,282,2347,402,13.1,0.67,21.4,9.6,6.9,86.9,41.9,31.8,50.6,112,0.0,838,804,9.5,3.0,31.8,1754,806,0.83,E,franco
PAR000711,6.9,3.5,1.32,37,32,250,2550,398,13.9,0.84,21.9,0.0,8.2,57.8,34.5,33.0,40.8,133,13.2,1266,918,9.4,7.2,37.9,2023,805,1.04,N,franco
PAR000712,6.3,3.4,2.58,34,28,243,699,401,11.2,0.63,8.6,0.3,31.9,50.8,5.0,37.1,33.8,63,8.4,3,832,15.8,7.1,31.2,1603,1082,0.64,O,calcareo
PAR000713,6.0,4.2,1.37,32,21,255,2614,431,12.7,0.1,33.3,0.0,17.0,41.4,36.1,32.2,52.0,123,7.1,882,1003,12.4,1.7,34.0,1678,881,1.15,S,arenoso
PAR000714,5.5,4.8,1.94,23,35,184,575,170,8.2,0.95,4.3,12.8,47.1,19.0,5.0,33.0,25.5,93,0.0,193,769,17.7,3.6,34.6,1429,725,0.72,N,arcilloso
PAR000715,6.6,3.5,1.71,20,37,315,658,252,5.6,0.62,17.6,7.7,20.9,54.3,5.0,23.9,27.5,107,4.0,379,1071,13.6,4.6,20.9,1663,615,0.87,E,arcilloso
PAR000716,5.7,5.3,1.05,47,45,222,2665,313,19.3,0.56,24.9,0.0,22.7,61.9,31.1,34.9,46.3,108,11.6,562,769,12.4,3.6,39.6,1850,602,1.01,E,franco
PAR000717,5.1,5.7,2.26,29,44,158,300,356,2.0,0.65,23.9,6.4,41.0,28.9,5.0,30.6,30.5,67,10.9,213,745,19.0,2.7,26.2,1233,1257,0.96,S,franco
PAR000718,8.7,1.4,2.81,9,18,98,1443,143,23.5,1.82,8.1,7.0,40.7,21.4,24.1,5.0,40.9,56,32.5,0,150,16.8,-1.3,28.0,1777,1234,0.1,N,calcareo
PAR000719,7.2,1.3,1.23,19,19,174,404,205,27.0,1.19,13.9,18.7,32.5,26.7,49.2,11.2,43.8,46,8.7,266,573,14.4,0.4,36.4,1694,850,0.88,E,franco
PAR000720,5.5,4.4,0.79,42,38,259,2977,290,20.7,0.77,18.2,7.9,8.4,79.9,22.4,33.4,27.1,130,0.0,1242,974,9.6,12.4,35.5,1963,924,0.39,E,franco
PAR000721,5.9,3.4,1.62,31,28,200,973,147,5.9,0.77,15.7,8.4,25.1,21.1,5.0,29.3,34.6,63,6.9,466,955,15.2,-2.3,34.4,1439,1013,0.98,N,franco
PAR000722,6.4,5.0,0.72,44,33,282,1357,347,15.6,1.64,15.8,1.4,5.8,78.1,41.8,35.2,45.4,72,19.7,1040,606,8.1,6.8,32.1,2026,745,1.12,E,arenoso
PAR000723,8.4,0.4,1.61,18,6,88,1635,289,21.1,2.18,13.3,12.6,44.7,41.9,24.0,18.0,33.4,34,22.6,459,181,14.4,-1.2,33.5,1521,1255,0.43,O,calcareo
PAR000724,8.6,1.2,1.87,10,17,65,1104,190,19.6,1.82,13.8,18.5,35.8,13.6,20.5,6.9,22.8,60,33.2,381,195,19.0,-4.7,28.2,1537,1198,0.26,S,arenoso
PAR000725,7.4,1.3,0.6,3,21,129,563,331,20.5,2.02,8.1,20.5,33.3,33.1,23.0,23.1,51.9,15,8.2,278,444,15.3,5.4,44.0,1750,908,0.27,E,arcilloso
PAR000726,5.4,3.7,2.65,36,46,236,660,164,18.3,0.1,13.5,3.7,22.5,30.3,5.0,29.8,14.4,99,0.0,266,535,17.4,4.8,27.2,1696,715,0.76,N,arcilloso
PAR000727,8.3,0.5,1.27,18,5,106,1803,151,28.8,1.89,14.9,12.7,20.1,24.5,23.2,9.4,34.7,22,25.9,805,161,18.7,2.1,31.7,1541,1030,0.1,O,arenoso
PAR000728,7.4,1.4,1.52,2,9,77,1050,141,18.5,0.99,21.8,13.7,32.6,30.6,17.3,14.2,39.0,69,33.3,387,528,17.7,-5.3,33.9,1645,806,0.34,E,arcilloso
PAR000729,5.4,1.7,1.85,42,24,224,300,185,2.0,1.05,10.1,10.6,35.0,19.4,5.0,32.2,23.8,77,4.7,521,723,20.2,3.4,26.9,1400,872,0.91,N,arcilloso
PAR000730,6.0,4.0,0.61,35,22,253,2560,334,9.1,0.13,28.1,8.8,23.5,47.0,26.2,25.9,37.6,48,6.5,550,748,8.3,9.1,37.0,1808,802,1.38,E,arenoso
PAR000731,5.6,5.5,2.11,38,32,297,539,155,5.3,0.1,21.0,9.2,28.2,47.8,5.0,25.9,22.8,112,0.2,13,661,17.5,-0.1,25.0,1364,871,1.13,S,franco
PAR000732,8.9,0.4,2.27,2,4,66,503,100,20.2,2.41,23.8,12.6,25.3,21.8,5.4,10.7,36.2,15,20.1,201,150,18.2,-0.8,24.4,999,1158,0.65,O,calcareo
PAR000733,6.4,3.4,0.68,44,35,188,2287,496,12.0,0.18,29.9,0.6,22.1,61.7,20.1,26.9,47.2,107,0.0,1119,856,13.7,6.8,33.4,2061,761,0.92,N,arenoso
PAR000734,6.1,2.7,1.98,33,51,231,350,217,3.5,0.1,13.3,4.5,32.2,36.6,5.0,28.6,18.0,116,2.7,516,785,15.8,8.8,26.1,1224,739,1.13,O,franco
PAR000735,8.9,0.3,1.48,17,9,106,656,107,16.5,2.14,15.6,13.0,36.3,14.0,27.0,25.9,37.8,15,35.9,377,426,20.8,-6.2,37.4,1687,1179,0.25,N,arcilloso
PAR000736,7.5,0.3,1.51,11,17,105,584,159,12.1,1.33,22.2,3.9,16.1,32.5,32.8,15.9,55.0,58,19.0,539,442,17.0,1.0,35.0,1956,911,0.39,O,arenoso
PAR000737,6.2,2.5,0.75,25,35,281,2633,401,11.6,0.95,17.9,0.2,15.5,66.9,15.1,34.6,49.5,106,0.0,1216,837,10.7,5.3,37.0,1830,919,1.28,E,franco
PAR000738,5.5,3.6,1.7,41,14,193,993,350,13.7,0.27,22.2,6.6,37.2,46.6,5.0,31.0,26.9,107,0.0,454,745,21.6,6.4,25.1,1547,1154,0.81,N,franco
PAR000739,5.9,3.7,1.6,17,38,221,300,152,18.3,0.2,13.2,5.4,35.1,12.4,5.0,18.5,17.5,126,0.0,433,651,21.7,1.1,26.0,1490,939,0.27,S,arcilloso
PAR000740,5.5,3.9,0.56,28,23,342,2626,242,14.8,0.1,28.7,0.7,9.0,70.2,30.4,32.2,37.8,85,0.0,441,916,9.5,9.0,30.5,1959,512,0.79,S,arenoso
PAR000741,5.7,5.4,1.89,30,29,299,1719,400,19.6,0.1,26.1,13.4,8.6,78.8,21.4,21.7,47.7,74,0.0,1063,1207,11.6,11.2,31.8,2042,607,0.48,E,arenoso
PAR000742,7.0,4.7,1.98,36,25,180,300,239,9.1,0.7,13.5,0.0,34.0,15.2,5.0,19.2,20.0,101,8.5,0,412,20.2,5.9,27.4,1484,566,0.78,O,franco
PAR000743,9.0,0.3,1.0,2,6,40,1540,177,22.8,2.84,17.3,17.6,37.8,36.4,26.3,22.9,17.8,15,13.4,174,733,20.1,-5.0,32.5,1833,1224,0.61,O,franco
PAR000744,8.4,0.6,2.16,2,4,54,777,198,19.9,1.38,21.3,13.7,43.9,31.8,25.8,9.8,38.6,52,15.1,391,426,16.2,-3.8,32.6,1589,1247,0.26,O,arenoso
PAR000745,8.8,1.0,1.9,15,14,87,1016,194,33.5,1.16,18.8,19.3,37.2,31.1,30.8,8.7,39.9,43,25.5,270,232,19.9,-2.6,32.3,1501,1411,0.14,E,arcilloso
PAR000746,5.6,3.6,1.16,31,25,327,2343,447,8.3,0.25,26.3,4.0,35.6,77.1,31.1,33.4,41.6,100,0.0,1106,786,13.7,5.7,37.7,2057,826,1.34,E,arcilloso
PAR000747,7.1,1.6,1.84,10,2,138,872,173,12.7,0.42,19.3,4.5,13.3,13.6,37.9,5.0,43.8,15,14.7,604,520,20.4,3.7,32.2,1821,1147,0.63,S,franco
PAR000748,6.7,1.2,0.79,22,2,99,341,202,26.9,1.99,15.1,14.4,29.8,15.5,40.2,15.4,33.9,55,26.9,506,348,17.3,-2.1,35.4,1800,921,0.33,S,calcareo
PAR000749,6.6,4.2,0.84,40,21,254,2909,327,21.9,0.48,22.8,0.0,13.7,57.8,19.2,38.1,47.5,117,0.0,1213,986,9.7,5.2,36.1,1962,885,1.07,N,arenoso
PAR000750,8.3,1.5,1.49,16,7,107,1559,162,36.4,1.23,27.5,20.0,37.3,5.0,16.6,5.0,38.3,59,32.5,302,344,20.6,-3.5,30.0,1389,1074,0.49,N,calcareo
PAR000751,7.5,0.3,2.13,16,21,226,1016,80,15.8,1.37,21.5,17.0,33.4,47.4,42.8,19.3,55.0,78,15.3,697,562,14.2,5.9,41.1,2034,1023,0.1,S,franco
PAR000752,7.3,1.6,1.58,13,9,80,1115,98,21.6,1.8,21.8,12.2,31.5,49.0,41.9,13.6,45.1,15,27.2,588,413,17.2,2.4,32.5,1700,817,0.55,N,franco
PAR000753,8.2,2.8,2.43,2,24,121,360,122,23.1,1.54,17.4,18.8,38.4,26.0,30.2,16.4,39.5,15,17.5,138,385,22.0,-2.2,32.8,1289,964,0.44,S,calcareo
PAR000754,9.0,1.0,2.16,2,13,119,815,254,25.0,2.74,16.6,16.8,31.6,5.0,18.4,7.3,20.1,49,19.8,170,150,20.7,-3.3,29.4,1582,1237,0.1,O,arcilloso
PAR000755,7.3,4.1,0.12,36,38,204,1045,359,12.9,0.54,19.5,0.0,17.6,48.7,36.5,27.8,32.7,72,3.2,1172,818,12.8,7.2,34.9,1967,775,0.9,N,franco
PAR000756,6.4,4.2,2.09,45,20,286,300,264,10.0,1.26,20.1,0.0,25.3,29.2,5.0,33.1,17.5,61,9.1,281,966,16.4,-1.0,29.9,1581,839,0.55,S,calcareo
PAR000757,5.9,5.1,0.7,34,30,250,2904,376,21.0,1.4,23.9,8.7,3.0,60.0,32.8,28.8,51.2,131,0.0,1375,806,6.7,11.4,24.5,1706,809,1.31,E,arenoso
PAR000758,9.0,1.0,2.44,16,7,40,300,229,21.0,1.99,22.7,13.1,37.1,5.0,28.4,7.4,45.8,15,14.6,569,264,19.8,-0.6,31.2,1391,1137,0.1,S,arcilloso
PAR000759,6.5,2.7,0.82,9,2,98,300,187,18.7,1.82,20.4,21.2,34.8,51.2,35.2,8.1,46.6,42,9.2,264,355,15.2,4.2,40.2,1918,1078,0.51,S,arenoso
PAR000760,4.5,2.9,1.77,40,29,211,1330,128,2.0,0.25,21.3,0.8,41.0,5.0,5.0,24.0,31.1,145,2.2,254,853,15.6,1.1,27.2,1386,686,1.01,S,calcareo
PAR000761,6.4,4.8,2.36,43,15,236,783,158,17.1,0.9,11.4,4.7,28.5,47.4,5.0,29.6,30.6,69,0.0,125,1100,21.2,8.6,30.2,1537,828,0.86,N,arenoso
PAR000762,8.4,2.4,1.7,15,10,91,892,237,22.5,1.48,15.2,16.4,29.1,29.8,16.3,9.0,31.7,38,20.5,307,547,18.1,-2.7,30.4,1959,1039,0.69,E,arcilloso
PAR000763,7.9,0.9,2.19,8,13,111,1581,151,27.0,1.61,16.7,18.0,16.5,22.5,27.4,19.5,34.8,69,27.0,262,150,20.2,-2.4,29.4,1379,1278,0.11,S,franco
PAR000764,6.5,3.9,0.69,42,38,286,2295,390,10.1,0.15,29.3,2.0,20.1,61.8,38.1,29.7,43.9,90,14.8,836,729,13.2,12.5,33.2,2070,899,1.08,S,arenoso
PAR000765,6.8,2.2,1.69,13,19,144,300,54,19.1,1.45,21.1,8.2,27.8,30.5,51.5,22.5,55.0,53,6.6,502,150,12.4,-0.7,38.3,1619,993,0.29,O,calcareo
